,sentiment
6687,0.0
6688,-0.5994
6689,0.0
6690,0.0
6691,0.0
6692,0.7269
6693,0.296
6694,0.0
6695,0.126
6696,0.0
6697,0.4019
6698,0.0
6699,0.0
6700,0.802
6701,0.0
6702,0.0
6703,0.3182
6704,0.0
6705,-0.5574
6706,-0.296
6707,0.2023
6708,0.4767
6709,0.0
6710,0.4767
6711,0.0
6712,-0.296
6713,0.0516
6714,0.0
6715,0.0258
6716,0.0
6717,-0.4389
6718,0.0
6719,0.6705
6720,0.0
6721,0.0
6722,0.0
6723,-0.4389
6724,-0.2263
6725,0.0
6726,-0.6523
6727,0.25
6728,0.4767
6729,-0.6399
6730,-0.5574
6731,0.0
6732,0.0
6733,0.0
6734,0.5562
6735,0.0
6736,0.0
6737,-0.8025
6738,0.128
6739,0.2263
6740,-0.6249
6741,-0.3612
6742,-0.3869
6743,0.0
6744,-0.296
6745,-0.3818
6746,0.0
6747,0.6705
6748,0.5983
6749,-0.4101
6750,0.0
6751,0.4767
6752,-0.6103
6753,0.0
6754,0.0
6755,0.4767
6756,0.0
6757,-0.296
6758,-0.836
6759,-0.5622
6760,0.4767
6761,-0.0516
6762,-0.296
6763,0.7983
6764,0.5574
6765,0.0
6766,0.0
6767,0.0
6768,0.0
6769,-0.5994
6770,0.0
6771,0.0
6772,0.0
6773,0.5106
6774,0.0
6775,-0.5719
6776,0.0
6777,0.0
6778,0.0
6779,0.0
6780,0.0
6781,0.0
6782,0.128
6783,0.0772
6784,-0.1779
6785,0.0
6786,0.0
6787,-0.8074
6788,0.2023
6789,0.0
6790,0.0
6791,0.802
6792,0.2732
6793,-0.5267
6794,0.0
6795,0.0
6796,0.0
6797,-0.5759
6798,0.0
6799,0.0
6800,0.0
6801,0.6705
6802,0.5812
6803,-0.0516
6804,-0.765
6805,-0.5795
6806,0.3626
6807,0.0772
6808,0.0
6809,0.0
6810,0.0
6811,0.8891
6812,0.0
6813,-0.6249
6814,0.4576
6815,0.2023
6816,0.0
6817,0.0
6818,0.0
6819,-0.5795
6820,0.0
6821,0.0
6822,0.0
6823,0.0
6824,-0.0772
6825,0.0
6826,-0.4951
6827,0.0516
6828,0.0
6829,0.0
6830,0.0
6831,0.4767
6832,-0.5795
6833,-0.4201
6834,0.0
6835,0.0772
6836,-0.2228
6837,0.0
6838,0.0
6839,0.0
6840,0.2263
6841,0.6486
6842,0.0
6843,-0.4767
6844,0.0
6845,-0.1875
6846,0.0
6847,-0.3182
6848,-0.5719
6849,-0.1779
6850,0.0
6851,0.0
6852,0.802
6853,0.0
6854,0.0
6855,0.0
6856,-0.2732
6857,0.0
6858,0.0
6859,0.0
6860,0.0
6861,0.0
6862,0.0
6863,0.0
6864,0.4588
6865,0.0
6866,0.0
6867,-0.1531
6868,0.8132
6869,0.0516
6870,-0.6808
6871,-0.4767
6872,-0.825
6873,0.0
6874,0.3182
6875,0.0
6876,-0.2638
6877,0.0
6878,-0.5859
6879,0.891
6880,0.0
6881,0.0
6882,0.0
6883,-0.1027
6884,0.0
6885,0.0
6886,0.0
6887,-0.5994
6888,-0.5267
6889,0.5562
6890,0.4767
6891,0.0516
6892,0.0
6893,0.8236
6894,0.5574
6895,-0.4215
6896,0.0
6897,-0.4951
6898,0.0
6899,0.0
6900,0.0
6901,0.0
6902,0.0
6903,0.0
6904,0.0
6905,0.0
6906,0.0
6907,0.0
6908,0.802
6909,0.2023
6910,0.0
6911,0.0
6912,-0.3182
6913,-0.5994
6914,0.0
6915,-0.775
6916,0.0
6917,-0.7964
6918,-0.4404
6919,-0.296
6920,-0.2263
6921,0.0
6922,0.3182
6923,-0.1027
6924,0.0
6925,-0.5994
6926,-0.296
6927,0.0
6928,-0.5859
6929,0.7693
6930,0.0
6931,0.0
6932,0.0
6933,0.0
6934,0.4019
6935,0.3612
6936,0.0
6937,0.0
6938,-0.296
6939,0.1779
6940,0.4019
6941,0.0
6942,0.0
6943,0.0
6944,0.1695
6945,0.34
6946,-0.5719
6947,0.4767
6948,0.3612
6949,0.0
6950,-0.296
6951,0.0
6952,-0.6808
6953,0.0
6954,0.0
6955,0.802
6956,0.4939
6957,-0.5994
6958,0.4576
6959,0.5574
6960,0.0
6961,0.0
6962,0.802
6963,0.8225
6964,0.0
6965,-0.4404
6966,0.0
6967,0.0258
6968,-0.0433
6969,0.0
6970,0.4391
6971,0.0
6972,0.1531
6973,0.0
6974,0.0
6975,0.0
6976,0.0
6977,0.0
6978,-0.5423
6979,0.0
6980,0.3182
6981,0.1779
6982,-0.836
6983,0.6908
6984,0.0516
6985,-0.6588
6986,0.0
6987,0.6124
6988,0.0
6989,0.0
6990,0.0772
6991,0.0
6992,0.0
6993,0.8221
6994,0.7579
6995,0.0
6996,-0.7717
6997,0.0
6998,0.7579
6999,0.0
7000,-0.128
7001,0.0
7002,0.5719
7003,0.0
7004,-0.6486
7005,0.0
7006,-0.4767
7007,-0.128
7008,0.2244
7009,-0.5574
7010,-0.4939
7011,0.3595
7012,0.0
7013,-0.9062
7014,-0.3716
7015,0.0772
7016,0.0
7017,0.0
7018,0.0
7019,-0.3724
7020,0.0
7021,-0.6486
7022,0.0
7023,0.34
7024,0.5093
7025,0.0
7026,0.0
7027,0.0
7028,0.0
7029,0.34
7030,-0.128
7031,0.4588
7032,0.0
7033,0.4767
7034,0.3182
7035,0.5859
7036,-0.6908
7037,-0.5859
7038,0.0
7039,0.0258
7040,-0.4404
7041,0.0258
7042,-0.7351
7043,0.7297
7044,0.7003
7045,-0.296
7046,0.0
7047,-0.5994
7048,0.0
7049,0.0094
7050,0.0
7051,-0.6597
7052,0.0
7053,0.0
7054,0.0
7055,0.0
7056,0.7579
7057,0.0
7058,0.0
7059,0.0
7060,-0.6986
7061,0.0
7062,0.0
7063,0.4767
7064,0.0
7065,0.2732
7066,-0.6249
7067,0.5574
7068,-0.1779
7069,0.4588
7070,-0.4976
7071,0.4767
7072,0.0
7073,0.0
7074,0.0
7075,-0.3595
7076,0.1531
7077,0.0
7078,0.0
7079,-0.296
7080,0.0
7081,-0.296
7082,-0.128
7083,0.4404
7084,-0.5859
7085,0.0
7086,0.4391
7087,0.0
7088,0.0772
7089,0.0
7090,-0.6597
7091,-0.4389
7092,0.4753
7093,-0.836
7094,0.1027
7095,0.5423
7096,-0.2732
7097,-0.4939
7098,-0.3612
7099,0.4404
7100,0.0516
7101,0.8334
7102,0.0
7103,0.6369
7104,0.1027
7105,-0.6597
7106,0.644
7107,-0.6458
7108,0.0
7109,0.2732
7110,0.1154
7111,0.0516
7112,0.0
7113,0.0
7114,0.3818
7115,0.0
7116,0.0
7117,0.0
7118,-0.68
7119,0.0
7120,-0.5267
7121,-0.7777
7122,0.0
7123,-0.6486
7124,-0.6597
7125,-0.6486
7126,0.0
7127,0.1531
7128,0.0
7129,0.0
7130,0.0
7131,-0.5719
7132,0.0
7133,-0.743
7134,0.0
7135,0.0
7136,0.4767
7137,-0.7783
7138,0.4767
7139,0.3382
7140,-0.25
7141,0.0
7142,0.0
7143,-0.807
7144,0.0
7145,-0.0191
7146,-0.4588
7147,-0.1027
7148,-0.4675
7149,-0.296
7150,0.0
7151,0.5267
7152,0.1027
7153,0.0
7154,0.0
7155,0.0
7156,0.0
7157,0.0
7158,-0.7717
7159,-0.8625
7160,0.0
7161,0.0
7162,-0.4767
7163,0.0
7164,0.0516
7165,0.4767
7166,0.9168
7167,0.0
7168,-0.6597
7169,0.0
7170,0.0
7171,0.7964
7172,0.4939
7173,0.0
7174,-0.4724
7175,0.0
7176,0.0
7177,0.0
7178,0.0
7179,0.0
7180,0.4767
7181,0.0
7182,0.0
7183,0.0
7184,0.4501
7185,0.0
7186,0.0
7187,0.0772
7188,0.0
7189,0.2066
7190,0.0
7191,0.2732
7192,0.0
7193,-0.8625
7194,0.4767
7195,0.6705
7196,-0.4357
7197,0.0
7198,0.3612
7199,0.4767
7200,-0.3818
7201,-0.5106
7202,-0.4404
7203,-0.2023
7204,0.0
7205,0.0
7206,-0.861
7207,0.6705
7208,0.0
7209,0.0
7210,-0.5719
7211,0.0
7212,0.0772
7213,0.7693
7214,0.0
7215,-0.296
7216,-0.5574
7217,0.0
7218,0.0
7219,0.0
7220,0.0
7221,0.0
7222,0.0
7223,0.0
7224,0.4939
7225,-0.6956
7226,0.5411
7227,0.0
7228,0.0772
7229,0.7351
7230,0.0
7231,0.0
7232,-0.0772
7233,0.0
7234,0.0
7235,0.0
7236,-0.8625
7237,0.0
7238,0.0
7239,0.0
7240,0.0
7241,-0.3612
7242,0.0
7243,-0.4588
7244,-0.0516
7245,0.0
7246,0.2023
7247,0.0
7248,-0.1027
7249,0.0
7250,0.4767
7251,-0.7783
7252,0.0
7253,0.0
7254,0.0
7255,-0.296
7256,0.0
7257,0.4767
7258,-0.3182
7259,-0.296
7260,0.0
7261,-0.5719
7262,0.1779
7263,0.0
7264,0.2732
7265,-0.3561
7266,0.0
7267,0.4767
7268,-0.2484
7269,0.0
7270,0.128
7271,0.0
7272,0.34
7273,0.0
7274,-0.4199
7275,0.0
7276,0.0
7277,-0.6808
7278,0.5766
7279,0.4215
7280,0.6369
7281,0.0
7282,-0.7845
7283,0.5106
7284,-0.2516
7285,-0.128
7286,0.6956
7287,-0.7096
7288,0.0772
7289,0.0
7290,0.0
7291,0.0
7292,0.0
7293,0.0
7294,-0.128
7295,0.2057
7296,0.0
7297,0.0
7298,-0.296
7299,-0.296
7300,0.6486
7301,0.3412
7302,-0.5267
7303,-0.3875
7304,0.0516
7305,-0.6523
7306,0.0
7307,-0.6908
7308,0.0
7309,-0.4939
7310,0.0
7311,0.7983
7312,0.4767
7313,-0.296
7314,0.7579
7315,0.6124
7316,0.0516
7317,0.4404
7318,0.0
7319,-0.0258
7320,-0.3612
7321,-0.296
7322,-0.3167
7323,0.3612
7324,0.0
7325,0.0
7326,0.0
7327,0.6705
7328,0.0
7329,0.0
7330,0.5423
7331,0.0
7332,0.0
7333,-0.4019
7334,0.0
7335,0.5574
7336,0.0
7337,0.0
7338,0.0
7339,0.0516
7340,0.0
7341,0.0
7342,0.0
7343,-0.4767
7344,0.0
7345,0.4767
7346,0.0
7347,0.0
7348,0.0
7349,0.0
7350,0.4767
7351,-0.5859
7352,0.4767
7353,0.0
7354,0.0
7355,0.0
7356,0.34
7357,-0.0772
7358,-0.0772
7359,0.7096
7360,0.0
7361,0.0688
7362,0.0
7363,-0.4019
7364,0.0
7365,0.4588
7366,0.0
7367,0.802
7368,0.0
7369,0.0
7370,0.0
7371,-0.4019
7372,-0.296
7373,0.0
7374,-0.5574
7375,0.0
7376,0.0
7377,0.2352
7378,0.4767
7379,-0.296
7380,0.0
7381,0.0
7382,0.0
7383,0.0
7384,-0.836
7385,0.0
7386,0.128
7387,0.0
7388,0.0
7389,-0.5267
7390,0.0
7391,0.4767
7392,-0.3595
7393,0.0
7394,0.596
7395,-0.3182
7396,0.0258
7397,0.0516
7398,0.128
7399,0.4767
7400,0.1531
7401,0.7269
7402,0.0
7403,0.0
7404,0.0
7405,0.6114
7406,-0.1027
7407,0.0
7408,0.7579
7409,0.0
7410,0.0
7411,-0.6486
7412,0.0
7413,0.0688
7414,-0.5423
7415,-0.7177
7416,-0.5859
7417,0.0
7418,-0.1027
7419,0.0
7420,0.0
7421,0.0
7422,0.0
7423,-0.4767
7424,0.4215
7425,0.5411
7426,0.2023
7427,-0.296
7428,-0.2103
7429,0.4767
7430,0.0
7431,0.0
7432,0.8402
7433,0.5423
7434,0.0
7435,0.0
7436,0.0
7437,0.6124
7438,0.7351
7439,0.0
7440,0.4404
7441,0.0
7442,0.4767
7443,0.0
7444,0.0
7445,0.7096
7446,-0.2516
7447,0.7506
7448,0.0
7449,0.0772
7450,0.6808
7451,0.0
7452,0.0
7453,0.4767
7454,-0.1779
7455,0.4767
7456,0.4466
7457,0.0
7458,0.4767
7459,0.6229
7460,-0.1027
7461,0.4767
7462,0.6124
7463,0.0
7464,-0.4215
7465,0.5574
7466,0.4767
7467,0.0
7468,0.0
7469,0.0
7470,0.0
7471,0.0
7472,-0.4767
7473,0.0
7474,-0.296
7475,0.0
7476,0.0
7477,0.0
7478,0.0
7479,0.0
7480,-0.5719
7481,-0.4404
7482,0.4767
7483,0.0
7484,0.0
7485,0.7845
7486,0.0
7487,-0.0516
7488,0.0
7489,0.0
7490,0.4588
7491,0.0
7492,0.0
7493,-0.296
7494,0.0
7495,0.0
7496,0.4404
7497,0.0
7498,0.0
7499,0.3612
7500,-0.4019
7501,0.0
7502,-0.7184
7503,0.0
7504,0.0
7505,0.4767
7506,0.4767
7507,0.6808
7508,0.5994
7509,0.296
7510,0.0
7511,-0.5994
7512,0.0
7513,0.0
7514,0.0836
7515,0.0
7516,0.7906
7517,0.0
7518,-0.296
7519,0.0
7520,0.0
7521,0.0
7522,-0.836
7523,0.1027
7524,0.3612
7525,0.4767
7526,0.7319
7527,-0.4588
7528,0.2023
7529,0.0
7530,0.0
7531,-0.4019
7532,0.0
7533,0.0
7534,-0.8316
7535,0.802
7536,0.0
7537,0.34
7538,0.7096
7539,0.2732
7540,-0.4019
7541,0.4215
7542,0.7761
7543,-0.6597
7544,-0.5106
7545,-0.4466
7546,0.0
7547,0.4215
7548,0.0
7549,-0.296
7550,-0.2732
7551,0.7579
7552,-0.4404
7553,0.0
7554,-0.6486
7555,0.0
7556,0.6369
7557,0.0
7558,0.4019
7559,-0.2263
7560,0.0
7561,0.3094
7562,0.0
7563,-0.296
7564,-0.2732
7565,0.0
7566,-0.6113
7567,0.4767
7568,-0.2023
7569,-0.4019
7570,0.0
7571,0.0
7572,-0.296
7573,-0.5324
7574,0.0
7575,0.4404
7576,-0.34
7577,0.4714
7578,0.0258
7579,-0.6486
7580,0.6369
7581,0.7964
7582,0.7096
7583,-0.6093
7584,-0.5719
7585,-0.4404
7586,0.8462
7587,0.0
7588,0.7506
7589,0.0
7590,0.0
7591,0.3802
7592,0.1027
7593,-0.6597
7594,0.0
7595,-0.6486
7596,0.1154
7597,0.6249
7598,0.0
7599,0.0
7600,0.0
7601,-0.5106
7602,0.5859
7603,-0.5719
7604,0.4215
7605,-0.8678
7606,0.0
7607,-0.6124
7608,0.0
7609,-0.1027
7610,-0.8176
7611,-0.3131
7612,0.5994
7613,0.6808
7614,-0.3818
7615,0.4019
7616,0.4019
7617,0.0
7618,-0.6597
7619,0.0
7620,0.0
7621,0.7906
7622,0.0
7623,0.0
7624,0.0
7625,-0.4019
7626,0.0
7627,0.0
7628,0.4767
7629,0.0
7630,0.0
7631,-0.5859
7632,-0.296
7633,0.0
7634,-0.4019
7635,0.0
7636,0.4576
7637,0.0
7638,0.0
7639,0.0
7640,0.0
7641,-0.5994
7642,-0.6369
7643,-0.1416
7644,-0.5574
7645,0.0
7646,0.3612
7647,-0.6249
7648,-0.296
7649,0.0
7650,-0.6641
7651,0.0
7652,0.0
7653,0.0
7654,-0.6486
7655,-0.128
7656,0.0
7657,0.0
7658,0.0
7659,0.0
7660,0.0
7661,-0.6486
7662,-0.5256
7663,0.0516
7664,-0.296
7665,0.1779
7666,-0.5859
7667,0.0
7668,-0.4019
7669,-0.126
7670,0.0516
7671,0.0
7672,0.34
7673,0.0
7674,0.2732
7675,-0.5267
7676,0.1091
7677,0.368
7678,0.0
7679,0.0
7680,0.0
7681,0.0
7682,-0.8625
7683,0.0
7684,0.4404
7685,-0.4939
7686,-0.6808
7687,0.0
7688,0.0
7689,0.0
7690,0.0
7691,0.0
7692,0.0
7693,0.0
7694,0.5849
7695,0.0
7696,0.413
7697,0.5574
7698,0.2942
7699,-0.5574
7700,0.0
7701,-0.5106
7702,-0.3182
7703,-0.5719
7704,-0.6486
7705,0.0
7706,-0.0736
7707,-0.4404
7708,0.0
7709,0.0
7710,0.0
7711,0.2023
7712,-0.2263
7713,0.0
7714,0.0
7715,0.4767
7716,0.4404
7717,0.8579
7718,-0.3182
7719,0.0
7720,-0.5483
7721,0.4767
7722,-0.296
7723,0.0
7724,0.0
7725,0.4767
7726,0.1531
7727,0.0
7728,0.0
7729,0.4767
7730,0.0
7731,0.802
7732,0.4215
7733,-0.5871
7734,-0.2732
7735,0.0
7736,-0.6808
7737,0.0
7738,0.0
7739,0.0
7740,0.0
7741,0.0772
7742,0.1531
7743,0.0
7744,0.0
7745,0.0
7746,0.0
7747,0.0
7748,0.6705
7749,0.0
7750,0.0
7751,0.0
7752,0.0
7753,0.0
7754,-0.2006
7755,-0.1027
7756,-0.5719
7757,0.128
7758,0.0
7759,0.0
7760,-0.5106
7761,0.5023
7762,0.0
7763,0.631
7764,0.0
7765,0.0
7766,0.3182
7767,0.5574
7768,0.1027
7769,-0.7067
7770,0.3612
7771,-0.1027
7772,0.34
7773,0.0
7774,-0.1027
7775,0.0
7776,0.2023
7777,-0.6486
7778,-0.4228
7779,0.4404
7780,0.4767
7781,-0.4019
7782,-0.4019
7783,-0.8519
7784,0.0
7785,-0.6486
7786,0.6249
7787,0.3182
7788,-0.3182
7789,0.4767
7790,0.0
7791,0.0
7792,-0.5267
7793,0.0
7794,0.0
7795,0.204
7796,0.0
7797,0.0
7798,0.0
7799,0.2023
7800,0.2263
7801,-0.4404
7802,0.0
7803,0.2235
7804,0.0
7805,0.5244
7806,0.7579
7807,0.0
7808,0.0
7809,0.0
7810,0.0
7811,0.6369
7812,-0.3612
7813,-0.296
7814,-0.5622
7815,0.0788
7816,-0.4939
7817,0.0
7818,-0.296
7819,0.0
7820,0.802
7821,0.802
7822,-0.0276
7823,0.0
7824,0.6705
7825,-0.807
7826,0.5106
7827,0.0
7828,0.0
7829,0.0
7830,-0.4404
7831,0.0
7832,0.0
7833,0.3612
7834,0.5267
7835,0.0323
7836,0.0
7837,0.0
7838,-0.2023
7839,0.0
7840,0.0
7841,0.0186
7842,0.0
7843,0.0
7844,0.0
7845,0.7693
7846,0.0
7847,0.765
7848,0.0
7849,0.1838
7850,0.0
7851,0.0
7852,0.0
7853,0.0601
7854,0.5473
7855,-0.891
7856,0.0
7857,0.0
7858,-0.5574
7859,0.4767
7860,0.0
7861,0.0
7862,0.0
7863,-0.628
7864,0.0
7865,-0.7717
7866,0.802
7867,0.5739
7868,-0.2648
7869,0.0
7870,0.484
7871,0.25
7872,0.3412
7873,0.2732
7874,-0.5423
7875,0.802
7876,0.0
7877,0.0516
7878,0.0
7879,0.0
7880,0.0
7881,0.0
7882,-0.2638
7883,-0.6486
7884,0.0
7885,-0.3612
7886,0.4767
7887,0.0
7888,0.6808
7889,0.0
7890,0.0
7891,0.5267
7892,0.0
7893,0.0
7894,-0.3818
7895,0.2732
7896,0.0
7897,0.0
7898,0.0
7899,0.0
7900,-0.5267
7901,0.5859
7902,0.0
7903,0.0
7904,0.0
7905,0.128
7906,-0.4927
7907,0.0
7908,0.4767
7909,0.0
7910,-0.296
7911,0.0
7912,-0.0516
7913,0.0
7914,0.0
7915,-0.0772
7916,0.4404
7917,0.0
7918,0.0
7919,0.0
7920,0.0
7921,0.0
7922,0.3818
7923,-0.5411
7924,0.0
7925,0.0
7926,0.0
7927,0.0
7928,0.0
7929,-0.5574
7930,0.0
7931,-0.5423
7932,0.0
7933,0.0772
7934,-0.3412
7935,-0.6369
7936,0.0
7937,0.7096
7938,0.4767
7939,0.0
7940,-0.7881
7941,0.0
7942,0.2577
7943,0.0
7944,0.0
7945,-0.3612
7946,0.0
7947,-0.5795
7948,0.0772
7949,-0.1027
7950,0.0
7951,0.0
7952,0.0
7953,-0.3541
7954,0.0
7955,-0.126
7956,-0.8625
7957,0.0
7958,0.0
7959,0.6808
7960,0.0
7961,0.0
7962,0.4767
7963,0.3802
7964,0.0516
7965,0.4588
7966,0.0
7967,-0.5267
7968,-0.0276
7969,0.0
7970,0.4576
7971,-0.802
7972,0.0
7973,0.4118
7974,0.0
7975,-0.1027
7976,-0.836
7977,0.0
7978,0.0772
7979,0.0
7980,0.0
7981,0.4767
7982,-0.5267
7983,-0.5423
7984,0.8942
7985,0.1027
7986,-0.8478
7987,-0.2247
7988,-0.6361
7989,-0.4215
7990,0.0
7991,0.0
7992,0.0
7993,-0.836
7994,0.0
7995,0.0
7996,-0.836
7997,0.0
7998,0.0
7999,0.0
8000,-0.3071
8001,0.0
8002,-0.765
8003,-0.5994
8004,0.7506
8005,0.0
8006,0.3182
8007,0.0
8008,0.0
8009,0.0
8010,0.0
8011,0.0
8012,0.0
8013,-0.1027
8014,-0.6597
8015,0.0
8016,-0.5719
8017,0.0
8018,0.0
8019,0.0
8020,0.0
8021,0.0
8022,0.0
8023,-0.3612
8024,0.0
8025,-0.3313
8026,0.0
8027,0.126
8028,0.296
8029,0.5719
8030,0.0
8031,0.4767
8032,0.0
8033,0.6597
8034,-0.7783
8035,0.0
8036,0.4767
8037,0.0
8038,0.0
8039,-0.296
8040,0.0
8041,0.0
8042,0.0
8043,-0.296
8044,0.0
8045,-0.296
8046,0.6705
8047,0.0
8048,0.0
8049,-0.296
8050,-0.0772
8051,0.4767
8052,0.0
8053,0.0
8054,-0.7702
8055,0.0
8056,0.0
8057,0.4767
8058,-0.8316
8059,0.0
8060,0.0
8061,0.4404
8062,0.0
8063,0.0
8064,-0.1027
8065,0.0
8066,0.0
8067,-0.1027
8068,-0.0516
8069,0.25
8070,-0.8025
8071,-0.2538
8072,0.0516
8073,-0.5106
8074,-0.4404
8075,0.0
8076,0.0
8077,-0.1027
8078,-0.296
8079,0.0
8080,0.4404
8081,-0.7096
8082,0.3818
8083,-0.296
8084,-0.5994
8085,0.0
8086,0.8624
8087,0.3182
8088,0.3182
8089,0.0
8090,0.0
8091,-0.0191
8092,-0.5574
8093,0.0
8094,0.0
8095,0.0
8096,0.7693
8097,0.0
8098,0.8519
8099,0.0
8100,0.0
8101,0.0
8102,0.0
8103,-0.6597
8104,0.7096
8105,0.2023
8106,-0.4939
8107,-0.4215
8108,0.0
8109,0.0
8110,0.3384
8111,0.1531
8112,0.3612
8113,0.0
8114,0.4019
8115,0.4019
8116,-0.5106
8117,0.4767
8118,0.0
8119,0.5859
8120,0.5267
8121,0.296
8122,-0.0516
8123,0.4215
8124,0.0
8125,0.5106
8126,0.0
8127,-0.1419
8128,0.0
8129,0.0
8130,-0.128
8131,0.7003
8132,0.0
8133,0.0
8134,-0.2732
8135,0.34
8136,-0.7777
8137,-0.6808
8138,0.7574
8139,0.0
8140,0.0
8141,0.0
8142,0.4019
8143,0.015
8144,0.5859
8145,0.0
8146,0.0772
8147,-0.296
8148,0.0
8149,0.0
8150,-0.743
8151,0.2023
8152,-0.5267
8153,0.9168
8154,-0.4767
8155,0.0
8156,-0.8126
8157,0.0
8158,0.0788
8159,-0.2638
8160,0.7964
8161,-0.3131
8162,0.5574
8163,0.0
8164,0.0
8165,0.0
8166,0.0
8167,0.0
8168,0.0
8169,0.2732
8170,-0.8074
8171,0.0
8172,0.0
8173,-0.0772
8174,0.0
8175,0.516
8176,0.0
8177,0.0
8178,-0.25
8179,0.0
8180,0.0
8181,0.0
8182,0.0
8183,0.0
8184,0.2732
8185,0.0
8186,-0.0516
8187,-0.296
8188,-0.2023
8189,0.0
8190,0.0
8191,0.0
8192,0.5859
8193,0.0
8194,0.6808
8195,0.6369
8196,-0.5661
8197,0.0
8198,0.0
8199,0.0
8200,-0.8008
8201,0.4767
8202,-0.68
8203,-0.4019
8204,0.0
8205,0.0
8206,-0.2648
8207,0.296
8208,0.0
8209,0.4767
8210,0.0
8211,0.6229
8212,0.0258
8213,0.233
8214,0.6633
8215,-0.4253
8216,0.0
8217,0.0
8218,-0.765
8219,0.0
8220,0.0
8221,-0.296
8222,0.0
8223,0.0
8224,0.4767
8225,-0.5574
8226,-0.5267
8227,0.0
8228,0.0
8229,0.0
8230,0.0
8231,0.0
8232,0.3595
8233,0.0
8234,-0.6326
8235,-0.501
8236,-0.5267
8237,0.6124
8238,-0.8225
8239,0.0
8240,0.34
8241,-0.1262
8242,-0.5994
8243,-0.3182
8244,0.0
8245,0.0
8246,0.0
8247,0.0
8248,0.0
8249,-0.6808
8250,0.0
8251,-0.5267
8252,0.0
8253,0.0
8254,0.0
8255,-0.8918
8256,-0.5719
8257,0.0
8258,0.0
8259,0.0
8260,0.4767
8261,0.0
8262,-0.7344
8263,0.802
8264,0.3818
8265,-0.6486
8266,0.0
8267,0.0
8268,-0.1027
8269,0.0
8270,0.3182
8271,-0.8625
8272,0.2023
8273,0.0772
8274,0.0
8275,-0.1531
8276,-0.2023
8277,0.0
8278,0.0
8279,0.1027
8280,0.0
8281,0.4767
8282,0.0
8283,0.0
8284,-0.5719
8285,0.0
8286,0.3182
8287,0.0
8288,0.0
8289,0.0
8290,0.0
8291,-0.4939
8292,0.0
8293,-0.3182
8294,0.0
8295,0.0516
8296,-0.1655
8297,0.2732
8298,0.0
8299,0.0
8300,0.0
8301,0.0
8302,-0.6597
8303,0.0
8304,-0.4588
8305,-0.296
8306,0.0
8307,-0.4019
8308,0.0
8309,0.128
8310,-0.5994
8311,-0.7574
8312,0.6124
8313,0.3182
8314,0.0
8315,0.3818
8316,0.25
8317,0.0
8318,0.4767
8319,0.0
8320,0.0
8321,0.0
8322,-0.7777
8323,0.0
8324,0.0
8325,-0.296
8326,0.0
8327,-0.5994
8328,-0.6486
8329,0.296
8330,0.0
8331,-0.296
8332,0.0
8333,-0.4404
8334,0.466
8335,0.3164
8336,0.6808
8337,0.4767
8338,0.0
8339,0.0
8340,0.4754
8341,0.0
8342,0.34
8343,-0.5267
8344,0.0
8345,0.0
8346,0.0
8347,0.0516
8348,0.0
8349,0.0
8350,0.0
8351,-0.8807
8352,0.0
8353,0.5574
8354,0.0
8355,0.2942
8356,0.5719
8357,0.5994
8358,-0.5719
8359,-0.7096
8360,0.4767
8361,0.5859
8362,0.0
8363,0.0
8364,-0.296
8365,0.0
8366,0.0
8367,0.6597
8368,0.0
8369,0.0
8370,0.0
8371,0.0
8372,0.8126
8373,0.4404
8374,-0.296
8375,0.0
8376,0.0
8377,0.0
8378,-0.2648
8379,-0.5994
8380,0.0
8381,0.652
8382,0.0
8383,0.0
8384,-0.4404
8385,0.0
8386,-0.4404
8387,0.5994
8388,0.0094
8389,0.2023
8390,-0.6249
8391,0.802
8392,0.0
8393,0.0
8394,0.0
8395,0.4767
8396,0.0
8397,0.0
8398,-0.128
8399,-0.7269
8400,0.0
8401,0.0
8402,0.6077
8403,0.0
8404,0.5127
8405,-0.5121
8406,0.0
8407,0.0
8408,0.4767
8409,0.0
8410,-0.1027
8411,0.0
8412,-0.2942
8413,0.0
8414,0.0
8415,0.0
8416,0.3612
8417,0.5826
8418,-0.4767
8419,-0.7777
8420,0.0
8421,0.3612
8422,0.0
8423,-0.2481
8424,0.0
8425,-0.5267
8426,0.0
8427,0.0
8428,0.0
8429,-0.1027
8430,0.0
8431,0.0
8432,-0.1027
8433,0.0
8434,-0.0516
8435,0.3811
8436,0.6908
8437,-0.7854
8438,-0.2023
8439,-0.5859
8440,0.0
8441,0.4767
8442,0.296
8443,-0.128
8444,0.4767
8445,0.4215
8446,0.0
8447,0.4019
8448,-0.3595
8449,0.0
8450,0.0
8451,0.3182
8452,0.0772
8453,-0.296
8454,0.0
8455,0.0
8456,0.0
8457,0.5267
8458,0.0
8459,0.0
8460,0.0
8461,0.0
8462,0.0258
8463,0.0
8464,-0.5267
8465,0.0
8466,0.0
8467,0.0
8468,0.0
8469,0.0
8470,-0.4939
8471,0.0
8472,0.0
8473,0.0
8474,0.0
8475,0.6369
8476,0.0
8477,0.0
8478,0.6199
8479,0.0
8480,0.0
8481,-0.6249
8482,0.8624
8483,0.0
8484,0.0
8485,0.0
8486,0.3182
8487,-0.128
8488,0.3291
8489,0.0
8490,0.4576
8491,0.765
8492,0.2732
8493,-0.7777
8494,0.0
8495,-0.5859
8496,-0.2342
8497,0.6124
