,Unnamed: 0,Id,Country,NER
398,492,Argentina,Argentina,Argentina
401,America,America,America,America
403,498,America,America,America
405,500,500,Scotland,LOCATION
406,Congo,Congo,Congo,Congo
407,502,502,Chile,LOCATION
408,America,America,America,America
409,506,America,America,America
410,507,America,America,America
411,America,America,America,America
413,510,510,Ghana,LOCATION
414,511,511,India,LOCATION
415,512,America,America,America
417,515,Brasil,Brasil,Brasil
419,517,517,Uruguay,LOCATION
420,America,America,America,America
421,519,America,America,America
423,521,521,Brasil,LOCATION
425,523,America,America,America
427,525,America,America,America
429,527,America,America,America
430,528,528,Georgia,LOCATION
431,529,America,America,America
435,534,America,America,America
436,536,America,America,America
437,537,America,America,America
439,America,America,America,America
440,Slovakia,Slovakia,Slovakia,Slovakia
441,541,541,Slovakia,LOCATION
442,542,542,Guatemala,LOCATION
446,America,America,America,America
447,547,England,England,England
449,America,America,America,America
450,551,America,America,America
452,553,America,America,America
453,America,America,America,America
454,555,America,America,America
455,America,America,America,America
457,559,559,Canada,LOCATION
458,560,England,England,England
459,561,Canada,Canada,Canada
462,564,Holland,Holland,Holland
463,565,France,France,France
464,566,Argentina,Argentina,Argentina
465,568,568,Argentina,LOCATION
466,Canada,Canada,Canada,Canada
469,573,America,America,America
470,574,America,America,America
471,575,America,America,America
473,577,America,America,America
475,579,America,America,America
477,581,581,England,LOCATION
479,583,583,Nigeria,LOCATION
480,America,America,America,America
482,America,America,America,America
483,587,587,Nigeria,LOCATION
485,America,America,America,America
487,591,America,America,America
489,593,593,France,LOCATION
491,America,America,America,America
495,599,America,America,America
496,601,America,America,America
497,602,America,America,America
498,604,America,America,America
499,605,America,America,America
501,607,607,Colombia,LOCATION
502,608,608,Canada,LOCATION
503,America,America,America,America
504,America,America,America,America
505,611,America,America,America
507,America,America,America,America
508,America,America,America,America
509,America,America,America,America
510,617,England,England,England
511,618,618,England,LOCATION
515,623,America,America,America
518,America,America,America,America
520,629,629,France,LOCATION
521,630,630,Colombia,LOCATION
523,633,633,England,LOCATION
525,America,America,America,America
526,636,America,America,America
528,639,639,England,LOCATION
530,641,America,America,America
531,642,642,Rwanda,LOCATION
532,America,America,America,America
533,646,646,Canada,LOCATION
534,America,America,America,America
537,652,America,America,America
538,America,America,America,America
539,654,654,Scotland,LOCATION
540,656,America,America,America
541,Nigeria,Nigeria,Nigeria,Nigeria
543,659,659,France,LOCATION
545,661,661,England,LOCATION
547,663,663,India,LOCATION
548,664,Canada,Canada,Canada
549,665,America,America,America
550,America,America,America,America
551,667,America,America,America
553,America,America,America,America
554,670,America,America,America
556,672,672,Chile,LOCATION
558,America,America,America,America
559,France,France,France,France
560,India,India,India,India
565,America,America,America,America
567,683,India,India,India
568,684,684,India,LOCATION
570,686,686,Nigeria,LOCATION
571,America,America,America,America
572,688,Canada,Canada,Canada
573,America,America,America,America
574,690,United Kingdom,United Kingdom,United Kingdom
575,691,691,Georgia,LOCATION
576,692,America,America,America
580,697,America,America,America
582,America,America,America,America
583,701,America,America,America
584,702,702,Canada,LOCATION
588,America,America,America,America
589,708,708,Switzerland,LOCATION
592,713,America,America,America
594,America,America,America,America
598,721,Brasil,Brasil,Brasil
599,724,724,Brasil,LOCATION
600,America,America,America,America
601,727,America,America,America
602,728,America,America,America
604,730,730,England,LOCATION
608,734,734,England,LOCATION
609,735,America,America,America
610,736,America,America,America
613,America,America,America,America
614,740,England,England,England
615,741,741,England,LOCATION
617,744,Canada,Canada,Canada
618,745,745,Canada,LOCATION
620,748,United Kingdom,United Kingdom,United Kingdom
621,749,America,America,America
623,America,America,America,America
625,754,America,America,America
629,759,England,England,England
630,760,United Kingdom,United Kingdom,United Kingdom
632,762,America,America,America
633,763,United Kingdom,United Kingdom,United Kingdom
635,765,America,America,America
637,767,767,Canada,LOCATION
638,America,America,America,America
639,769,America,America,America
640,America,America,America,America
641,Germany,Germany,Germany,Germany
643,773,773,Turkey,LOCATION
644,774,774,India,LOCATION
646,776,776,Kuwait,LOCATION
647,777,777,Qatar,LOCATION
648,778,America,America,America
649,779,America,America,America
650,America,America,America,America
651,France,France,France,France
653,785,United Kingdom,United Kingdom,United Kingdom
654,787,Brasil,Brasil,Brasil
655,788,788,Brasil,LOCATION
656,789,England,England,England
657,790,790,England,LOCATION
658,Japan,Japan,Japan,Japan
659,Kenya,Kenya,Kenya,Kenya
661,794,794,England,LOCATION
662,795,795,England,LOCATION
663,797,United Kingdom,United Kingdom,United Kingdom
665,799,America,America,America
666,800,America,America,America
667,America,America,America,America
669,Colombia,Colombia,Colombia,Colombia
671,806,America,America,America
672,807,807,America,LOCATION
673,808,America,America,America
674,809,809,France,LOCATION
675,America,America,America,America
676,811,811,Nigeria,LOCATION
679,815,America,America,America
681,817,817,Germany,LOCATION
682,America,America,America,America
683,819,America,America,America
684,America,America,America,America
686,822,822,Nigeria,LOCATION
687,824,America,America,America
689,America,America,America,America
690,America,America,America,America
691,829,America,America,America
692,831,America,America,America
695,America,America,America,America
696,837,America,America,America
697,838,America,America,America
699,Scotland,Scotland,Scotland,Scotland
700,America,America,America,America
701,America,America,America,America
702,844,America,America,America
704,846,America,America,America
705,Liban,Liban,Liban,Liban
708,850,850,America,LOCATION
709,852,America,America,America
710,853,America,America,America
712,855,855,India,LOCATION
713,Scotland,Scotland,Scotland,Scotland
714,857,857,India,LOCATION
716,859,859,England,LOCATION
717,862,United Kingdom,United Kingdom,United Kingdom
719,864,America,America,America
720,America,America,America,America
723,America,America,America,America
724,870,870,Nigeria,LOCATION
726,872,America,America,America
728,874,America,America,America
729,876,America,America,America
730,877,877,America,LOCATION
731,878,878,Cumbria,LOCATION
732,879,879,England,LOCATION
733,881,America,America,America
735,883,883,Portugal,LOCATION
736,884,America,America,America
737,America,America,America,America
738,886,America,America,America
740,888,United Kingdom,United Kingdom,United Kingdom
741,889,Brasil,Brasil,Brasil
742,892,892,Brasil,LOCATION
743,893,893,Indonesia,LOCATION
744,America,America,America,America
747,897,897,Venezuela,LOCATION
749,India,India,India,India
750,Holland,Holland,Holland,Holland
752,America,America,America,America
753,905,America,America,America
755,America,America,America,America
756,908,America,America,America
758,America,America,America,America
761,913,America,America,America
762,914,914,Canada,LOCATION
763,915,England,England,England
766,918,918,Poland,LOCATION
767,919,England,England,England
768,920,920,England,LOCATION
769,America,America,America,America
770,922,922,Nigeria,LOCATION
771,America,America,America,America
773,America,America,America,America
774,926,America,America,America
778,931,America,America,America
779,932,America,America,America
781,934,America,America,America
782,935,Canada,Canada,Canada
784,Holland,Holland,Holland,Holland
785,Canada,Canada,Canada,Canada
787,940,England,England,England
788,941,941,England,LOCATION
790,943,943,Albania,LOCATION
793,946,946,England,LOCATION
794,947,947,Nigeria,LOCATION
796,949,949,England,LOCATION
797,950,America,America,America
798,952,America,America,America
800,America,America,America,America
802,956,England,England,England
803,957,957,England,LOCATION
805,960,America,America,America
807,962,America,America,America
808,963,963,México,LOCATION
809,964,964,Argentina,LOCATION
810,965,965,Turkey,LOCATION
812,967,America,America,America
815,970,970,Canada,LOCATION
817,972,America,America,America
818,973,America,America,America
820,977,America,America,America
821,978,978,Namibia,LOCATION
822,Germany,Germany,Germany,Germany
823,981,Argentina,Argentina,Argentina
824,Canada,Canada,Canada,Canada
825,984,America,America,America
827,989,America,America,America
828,990,990,Argentina,LOCATION
829,991,991,India,LOCATION
830,India,India,India,India
831,France,France,France,France
833,995,995,England,LOCATION
834,997,America,America,America
836,999,999,England,LOCATION
837,1001,America,America,America
839,1004,1004,England,LOCATION
841,1006,America,America,America
843,1009,America,America,America
844,Philippines,Philippines,Philippines,Philippines
847,1014,America,America,America
848,1015,America,America,America
849,Italy,Italy,Italy,Italy
851,America,America,America,America
853,1020,America,America,America
854,1021,1021,India,LOCATION
855,1022,England,England,England
856,America,America,America,America
858,1025,1025,Kenya,LOCATION
860,1029,America,America,America
861,America,America,America,America
865,America,America,America,America
866,1036,America,America,America
867,Canada,Canada,Canada,Canada
871,1042,United Kingdom,United Kingdom,United Kingdom
872,1044,America,America,America
873,1045,America,America,America
877,1050,1050,Poland,LOCATION
879,1052,America,America,America
880,1053,United Kingdom,United Kingdom,United Kingdom
882,1055,1055,England,LOCATION
883,1056,America,America,America
885,1058,America,America,America
888,America,America,America,America
889,1062,1062,Nigeria,LOCATION
891,1064,America,America,America
892,America,America,America,America
896,America,America,America,America
897,1070,1070,India,LOCATION
900,1073,United Kingdom,United Kingdom,United Kingdom
901,Canada,Canada,Canada,Canada
902,America,America,America,America
905,1078,1078,Chile,LOCATION
906,1079,1079,Canada,LOCATION
911,1085,England,England,England
912,1086,1086,England,LOCATION
915,1089,America,America,America
916,1090,1090,India,LOCATION
917,America,America,America,America
918,America,America,America,America
919,America,America,America,America
928,1102,France,France,France
929,1103,1103,France,LOCATION
930,1105,America,America,America
931,1106,1106,Venezuela,LOCATION
933,1108,1108,India,LOCATION
934,America,America,America,America
935,1110,1110,Nigeria,LOCATION
936,1111,1111,Ecuador,LOCATION
937,1112,1112,Nigeria,LOCATION
939,1114,1114,France,LOCATION
940,America,America,America,America
941,America,America,America,America
943,1118,1118,Bangalore,LOCATION
944,1119,1119,India,LOCATION
945,1121,America,America,America
946,1122,America,America,America
948,1125,America,America,America
949,1126,United Kingdom,United Kingdom,United Kingdom
951,1128,1128,India,LOCATION
952,America,America,America,America
955,America,America,America,America
957,1134,1134,India,LOCATION
959,1136,America,America,America
961,1138,1138,Brazil,LOCATION
964,1143,1143,Zealand,LOCATION
965,1144,America,America,America
966,1148,United Kingdom,United Kingdom,United Kingdom
968,1150,1150,America,LOCATION
970,1153,1153,Canada,LOCATION
972,1156,America,America,America
973,1157,America,America,America
975,1159,America,America,America
977,1161,1161,Malaysia,LOCATION
978,America,America,America,America
979,1164,America,America,America
980,1165,1165,England,LOCATION
981,Namibia,Namibia,Namibia,Namibia
982,1167,1167,Namibia,LOCATION
983,1169,America,America,America
985,America,America,America,America
986,1172,1172,England,LOCATION
987,1173,1173,Australia,LOCATION
988,1174,1174,Bangalore,LOCATION
990,1176,France,France,France
992,America,America,America,America
994,1180,1180,India,LOCATION
995,1181,America,America,America
997,1185,England,England,England
998,1186,1186,Venezuela,LOCATION
999,1187,Brasil,Brasil,Brasil
1000,1188,1188,Brasil,LOCATION
1001,1190,1190,England,LOCATION
1003,1192,1192,America,LOCATION
1004,1194,England,England,England
1005,1195,1195,England,LOCATION
1009,1199,America,America,America
1010,1200,France,France,France
1011,1201,1201,France,LOCATION
1013,1203,America,America,America
1014,1205,America,America,America
1015,1207,America,America,America
1016,1208,1208,Columbia,LOCATION
1017,1209,1209,Canada,LOCATION
1019,1211,America,America,America
1021,America,America,America,America
1022,1214,America,America,America
1024,1216,America,America,America
1025,America,America,America,America
1028,1220,1220,Scotland,LOCATION
1029,1222,United Kingdom,United Kingdom,United Kingdom
1032,Nigeria,Nigeria,Nigeria,Nigeria
1033,1226,1226,Nigeria,LOCATION
1034,1227,1227,Brasilia,LOCATION
1035,Spain,Spain,Spain,Spain
1037,1230,1230,Philippines,LOCATION
1038,1231,America,America,America
1040,1234,America,America,America
1042,America,America,America,America
1044,1238,1238,Portugal,LOCATION
1045,1239,United Kingdom,United Kingdom,United Kingdom
1047,1241,1241,France,LOCATION
1048,1243,America,America,America
1050,1245,America,America,America
1052,1247,America,America,America
1053,1248,1248,Scotland,LOCATION
1054,1249,1249,Nigeria,LOCATION
1055,1250,Holland,Holland,Holland
1056,1252,America,America,America
1058,America,America,America,America
1060,1258,America,America,America
1062,Scotland,Scotland,Scotland,Scotland
1064,1262,America,America,America
1065,1263,1263,Argentina,LOCATION
1066,Liban,Liban,Liban,Liban
1069,1267,1267,America,LOCATION
1070,America,America,America,America
1071,1269,1269,Waterloo,LOCATION
1073,1272,America,America,America
1074,1273,1273,India,LOCATION
1075,Scotland,Scotland,Scotland,Scotland
1076,1275,1275,India,LOCATION
1079,1279,America,America,America
1080,1281,1281,Kingdom.,LOCATION
1081,1282,1282,Canada,LOCATION
1084,1285,1285,England,LOCATION
1085,1286,1286,England,LOCATION
1086,Colombia,Colombia,Colombia,Colombia
1087,1288,1288,Nigeria,LOCATION
1088,1289,1289,Columbia,LOCATION
1091,1292,America,America,America
1095,1296,America,America,America
1096,1298,America,America,America
1098,1300,1300,America,LOCATION
1099,1302,America,America,America
1100,1303,1303,Portugal,LOCATION
1101,1304,America,America,America
1102,1305,Brasil,Brasil,Brasil
1104,1308,1308,Brasil,LOCATION
1106,America,America,America,America
1107,1311,1311,Indonesia,LOCATION
1108,1312,1312,Venezuela,LOCATION
1112,1318,America,America,America
1113,1319,1319,France,LOCATION
1115,America,America,America,America
1116,1322,America,America,America
1117,America,America,America,America
1119,1325,1325,Canada,LOCATION
1120,1326,England,England,England
1121,1327,1327,Poland,LOCATION
1122,1328,1328,England,LOCATION
1123,1329,1329,Nigeria,LOCATION
1124,America,America,America,America
1127,1333,America,America,America
1129,1336,United Kingdom,United Kingdom,United Kingdom
1131,1338,America,America,America
1133,1340,1340,France,LOCATION
1135,1342,1342,France,LOCATION
1136,1343,1343,Canada,LOCATION
1138,1345,1345,England,LOCATION
1139,1346,1346,England,LOCATION
1140,1347,1347,Albania,LOCATION
1141,1348,1348,Nigeria,LOCATION
1142,1349,1349,England,LOCATION
1143,1350,America,America,America
1144,1351,1351,England,LOCATION
1145,1353,America,America,America
1146,1354,1354,Dublin,LOCATION
1147,1355,1355,Ireland,LOCATION
1149,1357,America,America,America
1151,1359,1359,England,LOCATION
1152,1361,America,America,America
1154,1363,America,America,America
1155,1364,1364,Nigeria,LOCATION
1156,1365,1365,Argentina,LOCATION
1157,1366,1366,Turkey,LOCATION
1159,1368,America,America,America
1161,1370,1370,Canada,LOCATION
1162,1371,America,America,America
1163,1372,1372,France,LOCATION
1165,1374,United Kingdom,United Kingdom,United Kingdom
1166,1375,1375,Namibia,LOCATION
1168,1377,America,America,America
1169,1378,1378,America,LOCATION
1171,1380,1380,Thailand,LOCATION
1172,1381,Argentina,Argentina,Argentina
1174,Canada,Canada,Canada,Canada
1176,1387,America,America,America
1177,1388,1388,Argentina,LOCATION
1178,1389,1389,India,LOCATION
1179,1390,1390,England,LOCATION
1180,1391,Germany,Germany,Germany
1181,1392,1392,Guerrero,LOCATION
1182,1393,1393,Canada,LOCATION
1183,India,India,India,India
1184,France,France,France,France
1185,1396,America,America,America
1186,1397,1397,England,LOCATION
1188,1401,America,America,America
1190,1403,1403,America,LOCATION
1191,1404,1404,England,LOCATION
1193,1407,America,America,America
1194,1408,United Kingdom,United Kingdom,United Kingdom
1195,1409,1409,England,LOCATION
1197,1411,America,America,America
1199,1414,America,America,America
1200,Philippines,Philippines,Philippines,Philippines
1205,1420,America,America,America
1207,1422,1422,Ghana,LOCATION
1208,1423,1423,Ireland,LOCATION
1209,1424,1424,India,LOCATION
1210,1425,England,England,England
1212,1427,America,America,America
1214,America,America,America,America
1215,1430,1430,Kenya,LOCATION
1216,1432,America,America,America
1217,1433,America,America,America
1219,1435,1435,"Georgia,",LOCATION
1220,1436,America,America,America
1222,1439,Canada,Canada,Canada
1227,1444,America,America,America
1229,1446,America,America,America
1230,1447,1447,Canada,LOCATION
1233,1451,1451,France,LOCATION
1234,1453,America,America,America
1235,1454,1454,England,LOCATION
1236,1455,1455,Poland,LOCATION
1237,1457,America,America,America
1238,1458,1458,Canada,LOCATION
1240,1460,America,America,America
1241,1461,1461,United Kingdom,LOCATION
1242,1462,1462,Spain,LOCATION
1243,1463,1463,England,LOCATION
1244,1464,America,America,America
1245,1465,America,America,America
1248,1468,1468,Nigeria,LOCATION
1250,1470,America,America,America
1251,1471,Canada,Canada,Canada
1253,1473,1473,Nigeria,LOCATION
1254,1474,1474,India,LOCATION
1256,1476,1476,Brazil,LOCATION
1257,1477,1477,Argentina,LOCATION
1259,1479,America,America,America
1260,America,America,America,America
1263,America,America,America,America
1264,1485,1485,Turkey,LOCATION
1265,1486,1486,India,LOCATION
1267,Canada,Canada,Canada,Canada
1270,1491,1491,Chile,LOCATION
1271,1492,1492,England,LOCATION
1275,1496,America,America,America
1276,1497,Canada,Canada,Canada
1277,1498,America,America,America
1278,1499,1499,India,LOCATION
1280,America,America,America,America
1281,America,America,America,America
1282,America,America,America,America
1283,1504,America,America,America
1289,1512,America,America,America
1291,1514,1514,France,LOCATION
1292,1516,America,America,America
1293,1517,1517,Venezuela,LOCATION
1294,1518,1518,India,LOCATION
1295,1519,1519,Argentina,LOCATION
1296,1520,1520,France,LOCATION
1297,1521,1521,Venezuela,LOCATION
1298,1522,1522,Nigeria,LOCATION
1299,1523,1523,Ecuador,LOCATION
1300,1524,1524,Nigeria,LOCATION
1301,1525,1525,France,LOCATION
1302,1526,1526,India,LOCATION
1303,America,America,America,America
1304,1528,1528,Nigeria,LOCATION
1305,America,America,America,America
1306,America,America,America,America
1309,1534,Brasil,Brasil,Brasil
1310,1535,1535,Bangalore,LOCATION
1311,1536,1536,India,LOCATION
1312,1538,America,America,America
1313,1539,1539,Ecuador,LOCATION
1314,1540,America,America,America
1315,1541,1541,Mexico,LOCATION
1316,1543,1543,Canada,LOCATION
1317,1544,1544,Venezuela,LOCATION
1320,1548,United Kingdom,United Kingdom,United Kingdom
1321,1549,1549,India,LOCATION
1322,1550,1550,India,LOCATION
1324,1552,America,America,America
1325,1553,1553,Brazil,LOCATION
1329,1558,1558,Zealand,LOCATION
1330,1559,1559,Turkey,LOCATION
1331,1560,1560,Columbia,LOCATION
1332,1562,United Kingdom,United Kingdom,United Kingdom
1334,1564,1564,America,LOCATION
1335,1565,1565,Argentina,LOCATION
1336,1566,1566,England,LOCATION
1337,1568,1568,Canada,LOCATION
1340,1571,America,America,America
1341,1572,1572,Holland,LOCATION
1343,1574,America,America,America
1344,1575,1575,Malaysia,LOCATION
1345,1577,United Kingdom,United Kingdom,United Kingdom
1346,America,America,America,America
1347,1579,1579,Canada,LOCATION
1348,1581,America,America,America
1349,1582,1582,Namibia,LOCATION
1352,1585,America,America,America
1353,1586,1586,Scotland,LOCATION
1354,1587,America,America,America
1355,1589,America,America,America
1357,1591,America,America,America
1358,1592,1592,England,LOCATION
1359,1593,1593,Scotland,LOCATION
1360,1594,1594,England,LOCATION
1361,1595,1595,Australia,LOCATION
1362,1596,1596,Bangalore,LOCATION
1366,1600,1600,India,LOCATION
1367,1601,America,America,America
1370,1605,England,England,England
1371,1607,England,England,England
1372,1609,1609,England,LOCATION
1373,1610,1610,England,LOCATION
1374,1611,1611,Pakistan,LOCATION
1375,1612,1612,Venezuela,LOCATION
1379,1616,America,America,America
1380,America,America,America,America
1381,1618,1618,France,LOCATION
1383,1620,1620,America,LOCATION
1384,1621,1621,Canada,LOCATION
1385,1623,America,America,America
1386,1625,America,America,America
1387,1626,1626,Canada,LOCATION
1389,1628,America,America,America
1390,1629,America,America,America
1392,1632,United Kingdom,United Kingdom,United Kingdom
1393,1633,1633,Nigeria,LOCATION
1394,1634,1634,Brazil,LOCATION
1395,Spain,Spain,Spain,Spain
1397,1637,1637,Philippines,LOCATION
