,Unnamed: 0,Id,Country,NER
1398,1638,1638,Kenya,LOCATION
1400,1640,America,America,America
1401,1641,America,America,America
1403,1644,America,America,America
1405,1646,1646,Portugal,LOCATION
1406,1647,United Kingdom,United Kingdom,United Kingdom
1407,1648,1648,France,LOCATION
1408,1650,America,America,America
1409,1652,America,America,America
1411,1654,America,America,America
1412,1655,Argentina,Argentina,Argentina
1413,America,America,America,America
1415,1659,America,America,America
1416,America,America,America,America
1417,1661,America,America,America
1418,America,America,America,America
1419,1663,America,America,America
1421,1665,1665,Scotland,LOCATION
1422,1666,1666,England,LOCATION
1423,1668,United Kingdom,United Kingdom,United Kingdom
1424,1669,1669,England,LOCATION
1428,1673,1673,Mexico,LOCATION
1430,1676,America,America,America
1431,1677,1677,Canada,LOCATION
1433,1679,United Kingdom,United Kingdom,United Kingdom
1434,America,America,America,America
1436,1682,1682,Italy,LOCATION
1438,1685,1685,Canada,LOCATION
1439,America,America,America,America
1441,1688,1688,India,LOCATION
1442,1689,Canada,Canada,Canada
1443,America,America,America,America
1444,1691,America,America,America
1445,1692,America,America,America
1446,1693,1693,Guatemala,LOCATION
1448,1695,1695,England,LOCATION
1450,1698,United Kingdom,United Kingdom,United Kingdom
1452,1700,1700,Italy,LOCATION
1454,1702,America,America,America
1457,1705,1705,England,LOCATION
1459,America,America,America,America
1461,1710,America,America,America
1463,America,America,America,America
1466,1715,1715,England,LOCATION
1467,1716,United Kingdom,United Kingdom,United Kingdom
1468,1717,1717,Germany,LOCATION
1469,1718,America,America,America
1473,America,America,America,America
1474,America,America,America,America
1475,1727,America,America,America
1477,America,America,America,America
1479,1732,1732,England,LOCATION
1480,1733,1733,Nigeria,LOCATION
1482,1735,1735,Ireland,LOCATION
1484,1737,America,America,America
1485,America,America,America,America
1487,1741,1741,India,LOCATION
1489,America,America,America,America
1490,1744,America,America,America
1491,Canada,Canada,Canada,Canada
1492,1746,1746,Scotland,LOCATION
1493,1747,1747,France,LOCATION
1495,1749,1749,India,LOCATION
1498,1752,1752,India,LOCATION
1499,1754,America,America,America
1503,1759,1759,Mexico,LOCATION
1504,1761,America,America,America
1506,America,America,America,America
1509,1767,United Kingdom,United Kingdom,United Kingdom
1514,1772,1772,India,LOCATION
1515,1773,America,America,America
1516,1776,1776,Malawi,LOCATION
1517,1777,1777,Brasília,LOCATION
1518,1778,1778,Brasil,LOCATION
1520,1780,1780,France,LOCATION
1522,1782,America,America,America
1523,1783,India,India,India
1524,1784,1784,India,LOCATION
1525,1786,America,America,America
1526,1787,Canada,Canada,Canada
1529,1790,America,America,America
1530,1791,1791,India,LOCATION
1531,1793,America,America,America
1532,1796,America,America,America
1534,1799,1799,Georgia,LOCATION
1535,1800,America,America,America
1536,1801,America,America,America
1537,1803,America,America,America
1538,1805,America,America,America
1539,1807,1807,England,LOCATION
1540,1808,1808,Nigeria,LOCATION
1544,1813,America,America,America
1545,1815,America,America,America
1546,1816,America,America,America
1549,1820,America,America,America
1550,America,America,America,America
1552,1823,America,America,America
1553,America,America,America,America
1554,1826,Brasil,Brasil,Brasil
1555,1827,1827,Brasil,LOCATION
1557,1829,1829,Germany,LOCATION
1559,1831,1831,Switzerland,LOCATION
1560,1832,America,America,America
1561,America,America,America,America
1563,1836,1836,India,LOCATION
1564,1838,1838,Columbia,LOCATION
1567,America,America,America,America
1572,1846,United Kingdom,United Kingdom,United Kingdom
1573,1847,1847,Nigeria,LOCATION
1575,1849,America,America,America
1576,1850,France,France,France
1577,1851,1851,France,LOCATION
1579,1853,1853,Scotland,LOCATION
1580,1854,1854,Spain,LOCATION
1581,1855,1855,Romania,LOCATION
1582,America,America,America,America
1583,1857,1857,Venezuela,LOCATION
1585,India,India,India,India
1590,1864,1864,Sri Lanka ,LOCATION
1593,1868,America,America,America
1594,1869,France,France,France
1596,America,America,America,America
1597,1873,America,America,America
1598,1875,England,England,England
1599,1876,1876,England,LOCATION
1600,1877,1877,Canada,LOCATION
1601,1878,1878,Brazil,LOCATION
1602,South Africa,South Africa,South Africa,South Africa
1604,America,America,America,America
1607,America,America,America,America
1609,1891,America,America,America
1611,1895,India,India,India
1612,1896,1896,India,LOCATION
1613,1898,United Kingdom,United Kingdom,United Kingdom
1615,1900,America,America,America
1617,1902,1902,Chile,LOCATION
1618,1903,1903,America,LOCATION
1620,1905,1905,England,LOCATION
1621,America,America,America,America
1622,1907,America,America,America
1624,1909,1909,India,LOCATION
1626,1911,America,America,America
1628,America,America,America,America
1629,1914,America,America,America
1631,1916,1916,India,LOCATION
1632,America,America,America,America
1633,1918,1918,Nigeria,LOCATION
1634,1919,America,America,America
1635,1920,1920,Ecuador,LOCATION
1637,1922,1922,Thailand,LOCATION
1640,America,America,America,America
1642,1927,America,America,America
1643,1928,1928,Italy,LOCATION
1646,1931,America,America,America
1648,1933,1933,Portugal,LOCATION
1649,1935,America,America,America
1650,1936,America,America,America
1652,1938,America,America,America
1657,1943,1943,Scotland,LOCATION
1659,1945,America,America,America
1660,America,America,America,America
1661,1947,Argentina,Argentina,Argentina
1662,1949,1949,Argentina,LOCATION
1664,1951,America,America,America
1666,1953,America,America,America
1670,1957,America,America,America
1671,Scotland,Scotland,Scotland,Scotland
1672,1959,1959,Scotland,LOCATION
1675,1962,1962, Ireland ,LOCATION
1679,America,America,America,America
1682,1969,1969,Ireland,LOCATION
1683,America,America,America,America
1684,1971,America,America,America
1685,1973,America,America,America
1686,America,America,America,America
1688,1977,America,America,America
1689,America,America,America,America
1690,1980,America,America,America
1692,1982,1982,Nigeria,LOCATION
1693,1983,1983,America,LOCATION
1695,1985,1985,Italy,LOCATION
1696,America,America,America,America
1697,1987,America,America,America
1698,America,America,America,America
1699,1989,America,America,America
1703,America,America,America,America
1704,1995,America,America,America
1708,2000,United Kingdom,United Kingdom,United Kingdom
1710,2002,United Kingdom,United Kingdom,United Kingdom
1711,America,America,America,America
1713,2005,2005,India,LOCATION
1715,2007,America,America,America
1716,2008,2008,Australia,LOCATION
1717,2009,America,America,America
1719,America,America,America,America
1721,America,America,America,America
1722,2015,2015,Nigeria,LOCATION
1724,2017,America,America,America
1726,2020,2020,England,LOCATION
1727,2021,America,America,America
1728,2022,America,America,America
1730,2024,2024,India,LOCATION
1732,America,America,America,America
1734,2028,2028,India,LOCATION
1736,2030,2030,England,LOCATION
1738,2033,America,America,America
1741,2036,America,America,America
1742,2037,America,America,America
1743,2038,America,America,America
1747,2042,2042,Greece,LOCATION
1749,2044,2044,Japan,LOCATION
1750,2045,England,England,England
1751,2046,2046,Athens,LOCATION
1752,Kenya,Kenya,Kenya,Kenya
1753,2048,2048,Kenya,LOCATION
1755,America,America,America,America
1756,America,America,America,America
1757,2053,2053,Mexico,LOCATION
1758,2054,2054,Ireland,LOCATION
1759,2056,America,America,America
1760,2058,England,England,England
1761,2059,America,America,America
1763,2064,2064,China,LOCATION
1764,2065,2065,America,LOCATION
1765,United Arab Emirates,United Arab Emirates,United Arab Emirates,United Arab Emirates
1767,2070,2070,France,LOCATION
1768,2071,2071,America,LOCATION
1771,2074,Argentina,Argentina,Argentina
1774,2078,United Kingdom,United Kingdom,United Kingdom
1775,2079,2079,Columbia,LOCATION
1776,2080,Canada,Canada,Canada
1777,2081,2081,Canada,LOCATION
1779,2083,2083,America,LOCATION
1781,2085,America,America,America
1782,2087,America,America,America
1785,America,America,America,America
1786,2093,America,America,America
1788,2095,2095,Scotland,LOCATION
1790,America,America,America,America
1791,2099,Holland,Holland,Holland
1792,America,America,America,America
1793,2102,2102,Waterloo,LOCATION
1795,2104,America,America,America
1796,America,America,America,America
1797,2107,America,America,America
1799,2109,America,America,America
1801,2112,America,America,America
1803,2114,America,America,America
1804,2115,2115,Worthing,LOCATION
1805,2116,United Kingdom,United Kingdom,United Kingdom
1806,2119,2119,England,LOCATION
1807,2121,Brasil,Brasil,Brasil
1808,2122,2122,Brasil,LOCATION
1809,2124,2124,Hampshire,LOCATION
1810,2125,America,America,America
1811,2126,2126,England,LOCATION
1812,2127,Canada,Canada,Canada
1813,2128,United Kingdom,United Kingdom,United Kingdom
1814,2129,2129,Columbia,LOCATION
1817,2132,America,America,America
1819,America,America,America,America
1820,2135,America,America,America
1821,2136,America,America,America
1824,America,America,America,America
1825,2142,2142,Hartford,LOCATION
1826,2143,2143,Chesapeake,LOCATION
1827,America,America,America,America
1828,2145,2145,Subang,LOCATION
1830,2147,2147,Hobart,LOCATION
1831,2148,2148,Boca,LOCATION
1832,2149,2149,Raton,LOCATION
1833,2150,2150,FL,LOCATION
1834,2151,2151,England,LOCATION
1835,2153,United Kingdom,United Kingdom,United Kingdom
1836,France,France,France,France
1837,2155,2155,France,LOCATION
1838,2156,2156,France,LOCATION
1839,2157,England,England,England
1840,2158,2158,England,LOCATION
1841,2160,America,America,America
1842,2161,2161,Dublin,LOCATION
1843,2163,2163,Ireland,LOCATION
1844,2164,America,America,America
1845,2165,America,America,America
1847,2168,America,America,America
1848,2169,2169,Nigeria,LOCATION
1849,2170,2170,Amherst,LOCATION
1850,2171,2171,France,LOCATION
1851,2172,2172,Oxford,LOCATION
1852,2173,United Kingdom,United Kingdom,United Kingdom
1853,2174,2174,Alagoas,LOCATION
1854,2175,2175,Brasil,LOCATION
1856,2177,America,America,America
1857,2178,2178,Middletown,LOCATION
1861,America,America,America,America
1862,2183,2183,Thailand,LOCATION
1864,2185,2185,Omaha,LOCATION
1865,2186,2186,England,LOCATION
1866,2187,Germany,Germany,Germany
1867,2188,2188,ADOS,LOCATION
1868,2189,America,America,America
1869,2190,2190,Halifax,LOCATION
1871,Scotland,Scotland,Scotland,Scotland
1872,2193,2193,Canada,LOCATION
1873,2194,2194,Carmel,LOCATION
1874,2195,America,America,America
1875,2196,America,America,America
1876,2197,America,America,America
1877,2198,2198,Toledo,LOCATION
1878,2199,2199,CastillaLa,LOCATION
1879,2200,2200,Mancha,LOCATION
1881,2202,2202,Ghana,LOCATION
1882,2203,2203,Dublin,LOCATION
1883,2204,2204,Ireland,LOCATION
1885,2206,America,America,America
1886,2207,2207,Burnsville,LOCATION
1888,2209,America,America,America
1890,America,America,America,America
1891,2213,America,America,America
1893,America,America,America,America
1894,2216,2216,Georgia,LOCATION
1895,2217,America,America,America
1896,2218,Canada,Canada,Canada
1897,America,America,America,America
1898,2220,America,America,America
1899,2221,2221,Sacramento,LOCATION
1900,2222,2222,Baltimore,LOCATION
1901,2223,America,America,America
1902,Canada,Canada,Canada,Canada
1904,2226,2226,Watford,LOCATION
1905,2227,2227,England,LOCATION
1906,2229,America,America,America
1907,2230,2230,Denver,LOCATION
1909,2232,Canada,Canada,Canada
1910,2233,2233,Nigeria,LOCATION
1911,2234,2234,Jaipur,LOCATION
1912,2235,2235,India,LOCATION
1913,2236,2236,Recife,LOCATION
1914,2237,2237,Pernambuco,LOCATION
1915,2238,2238,Philly,LOCATION
1916,2239,2239,Honolulu,LOCATION
1917,America,America,America,America
1919,2243,2243,Turkey,LOCATION
1920,2244,2244,Cincinnati,LOCATION
1922,2246,America,America,America
1923,2247,America,America,America
1924,2250,2250,Cleveland,LOCATION
1926,2252,2252,Sturbridge,LOCATION
1927,2253,2253,MA,LOCATION
1928,2254,Canada,Canada,Canada
1929,2255,America,America,America
1931,America,America,America,America
1933,America,America,America,America
1935,2264,America,America,America
1936,2265,2265,Orlando,LOCATION
1937,2266,2266,Spokane,LOCATION
1939,2268,2268,Salta,LOCATION
1940,2269,2269,Argentina,LOCATION
1941,2270,France,France,France
1942,2271,2271,France,LOCATION
1943,2272,2272,Venezuela,LOCATION
1945,America,America,America,America
1946,2276,2276,Andhra,LOCATION
1947,2277,2277,Pradesh,LOCATION
1948,2278,2278,India,LOCATION
1949,America,America,America,America
1950,2280,2280,Nigeria,LOCATION
1951,America,America,America,America
1952,2282,2282,Embu,LOCATION
1953,2284,Brasil,Brasil,Brasil
1954,Germany,Germany,Germany,Germany
1955,2287,2287,Mexico,LOCATION
1956,2289,2289,Park,LOCATION
1957,2290,2290,View,LOCATION
1958,America,America,America,America
1959,2293,2293,Venezuela,LOCATION
1960,America,America,America,America
1961,2296,2296,Ankara,LOCATION
1962,2297,2297,Columbia,LOCATION
1963,2298,2298,Bristol,LOCATION
1964,2299,2299,England,LOCATION
1965,2300,America,America,America
1966,2301,America,America,America
1968,2304,United Kingdom,United Kingdom,United Kingdom
1969,2305,2305,Canada,LOCATION
1970,2306,2306,FL,LOCATION
1971,2307,America,America,America
1972,2308,2308,Brescia,LOCATION
1973,2309,2309,Lombardia,LOCATION
1974,2310,America,America,America
1975,2311,America,America,America
1976,2312,2312,Scotland,LOCATION
1977,2313,America,America,America
1979,2315,America,America,America
1981,2317,2317,England,LOCATION
1982,2318,2318,Scotland,LOCATION
1984,2321,Brasil,Brasil,Brasil
1985,2322,2322,Brasil,LOCATION
1986,2323,2323,Karachi,LOCATION
1987,2324,2324,Pakistan,LOCATION
1988,2325,2325,Venezuela,LOCATION
1990,America,America,America,America
1991,America,America,America,America
1992,2329,America,America,America
1993,America,America,America,America
1995,2332,America,America,America
1996,2333,England,England,England
1998,2335,2335,Canada,LOCATION
1999,America,America,America,America
2001,India,India,India,India
2002,India,India,India,India
2005,America,America,America,America
2006,2344,America,America,America
2007,2346,America,America,America
