,0,1
1150,America,LOCATION
1151,New,LOCATION
1152,Brunswick,LOCATION
1153,Canada,LOCATION
1154,Madrid,LOCATION
1155,New,LOCATION
1156,York,LOCATION
1157,USA,LOCATION
1158,Pennsylvania,LOCATION
1159,USA,LOCATION
1160,Selangor,LOCATION
1161,Malaysia,LOCATION
1162,Chicago,LOCATION
1163,United,LOCATION
1164,States,LOCATION
1165,MANCHESTERUK,LOCATION
1166,Windhoek,LOCATION
1167,Namibia,LOCATION
1168,United,LOCATION
1169,States,LOCATION
1170,Harlingen,LOCATION
1171,TX,LOCATION
1172,England,LOCATION
1173,Australia,LOCATION
1174,Bangalore,LOCATION
1175,Texas,LOCATION
1176,Paris,LOCATION
1177,Neptune,LOCATION
1178,Louisville,LOCATION
1179,KY,LOCATION
1180,India,LOCATION
1181,California,LOCATION
1182,West,LOCATION
1183,Coast,LOCATION
1184,East,LOCATION
1185,London,LOCATION
1186,Venezuela,LOCATION
1187,Bahia,LOCATION
1188,Brasil,LOCATION
1189,New,LOCATION
1190,England,LOCATION
1191,Stony,LOCATION
1192,Brook,LOCATION
1193,NY,LOCATION
1194,London,LOCATION
1195,England,LOCATION
1196,Lexington,LOCATION
1197,Oxfordshire,LOCATION
1198,Michigan,LOCATION
1199,USA,LOCATION
1200,Paris,LOCATION
1201,France,LOCATION
1202,Southwest,LOCATION
1203,USA,LOCATION
1204,United,LOCATION
1205,States,LOCATION
1206,United,LOCATION
1207,States,LOCATION
1208,Columbia,LOCATION
1209,Canada,LOCATION
1210,Michigan,LOCATION
1211,USA,LOCATION
1212,San,LOCATION
1213,Diego,LOCATION
1214,California,LOCATION
1215,Texas,LOCATION
1216,USA,LOCATION
1217,Dallas,LOCATION
1218,Vienna,LOCATION
1219,VA,LOCATION
1220,Scotland,LOCATION
1221,United,LOCATION
1222,Kingdom,LOCATION
1223,Statesville,LOCATION
1224,NC,LOCATION
1225,Abuja,LOCATION
1226,Nigeria,LOCATION
1227,Brasilia,LOCATION
1228,Cordoba,LOCATION
1229,Manila,LOCATION
1230,Philippines,LOCATION
1231,USA,LOCATION
1232,South,LOCATION
1233,Dakota,LOCATION
1234,USA,LOCATION
1235,Washington,LOCATION
1236,DC,LOCATION
1237,Portimão,LOCATION
1238,Portugal,LOCATION
1239,UK,LOCATION
1240,Marseille,LOCATION
1241,France,LOCATION
1242,United,LOCATION
1243,States,LOCATION
1244,Texas,LOCATION
1245,USA,LOCATION
1246,Texas,LOCATION
1247,USA,LOCATION
1248,Scotland,LOCATION
1249,Nigeria,LOCATION
1250,Amsterdam,LOCATION
1251,United,LOCATION
1252,States,LOCATION
1253,South,LOCATION
1254,Africa,LOCATION
1255,San,LOCATION
1256,Diego,LOCATION
1257,"California,",LOCATION
1258,USA,LOCATION
1259,Nova,LOCATION
1260,Scotia,LOCATION
1261,"Illinois,",LOCATION
1262,USA,LOCATION
1263,Argentina,LOCATION
1264,Lebanon,LOCATION
1265,Small,LOCATION
1266,Town,LOCATION
1267,America,LOCATION
1268,Miami,LOCATION
1269,Waterloo,LOCATION
1270,Madrid,LOCATION
1271,United,LOCATION
1272,States,LOCATION
1273,India,LOCATION
1274,Edinburgh,LOCATION
1275,India,LOCATION
1276,Texas,LOCATION
1277,Birmingham,LOCATION
1278,New,LOCATION
1279,York,LOCATION
1280,United,LOCATION
1281,Kingdom.,LOCATION
1282,Canada,LOCATION
1283,Puerto,LOCATION
1284,Rico,LOCATION
1285,England,LOCATION
1286,England,LOCATION
1287,Bogotá,LOCATION
1288,Nigeria,LOCATION
1289,Columbia,LOCATION
1290,Puerto,LOCATION
1291,"Rico,",LOCATION
1292,USA,LOCATION
1293,"Washington,",LOCATION
1294,D.C.,LOCATION
1295,"California,",LOCATION
1296,USA,LOCATION
1297,United,LOCATION
1298,States,LOCATION
1299,of,LOCATION
1300,America,LOCATION
1301,United,LOCATION
1302,States,LOCATION
1303,Portugal,LOCATION
1304,USA,LOCATION
1305,Rio,LOCATION
1306,de,LOCATION
1307,"Janeiro,",LOCATION
1308,Brasil,LOCATION
1309,Chesapeake,LOCATION
1310,Bay,LOCATION
1311,Indonesia,LOCATION
1312,Venezuela,LOCATION
1313,Subang,LOCATION
1314,East,LOCATION
1315,"Gwillimbury,",LOCATION
1316,Ontario,LOCATION
1317,United,LOCATION
1318,States,LOCATION
1319,France,LOCATION
1320,Trinidad,LOCATION
1321,Atlanta,LOCATION
1322,California,LOCATION
1323,Maryland,LOCATION
1324,Oregon,LOCATION
1325,Canada,LOCATION
1326,London,LOCATION
1327,Poland,LOCATION
1328,England,LOCATION
1329,Nigeria,LOCATION
1330,Chicago,LOCATION
1331,Michigan,LOCATION
1332,"Florida,",LOCATION
1333,USA,LOCATION
1334,Virginia,LOCATION
1335,United,LOCATION
1336,Kingdom,LOCATION
1337,Newtown,LOCATION
1338,California,LOCATION
1339,Ontario,LOCATION
1340,France,LOCATION
1341,N.Y.,LOCATION
1342,France,LOCATION
1343,"Hamilton,",LOCATION
1344,Ontario,LOCATION
1345,England,LOCATION
1346,England,LOCATION
1347,Albania,LOCATION
1348,Nigeria,LOCATION
1349,England,LOCATION
1350,California,LOCATION
1351,England,LOCATION
1352,United,LOCATION
1353,States,LOCATION
1354,Dublin,LOCATION
1355,Ireland,LOCATION
1356,"California,",LOCATION
1357,USA,LOCATION
1358,Texas,LOCATION
1359,England,LOCATION
1360,United,LOCATION
1361,States,LOCATION
1362,"Virginia,",LOCATION
1363,USA,LOCATION
1364,Nigeria,LOCATION
1365,Argentina,LOCATION
1366,Ankara,LOCATION
1367,"Montana,",LOCATION
1368,USA,LOCATION
1369,Oregon,LOCATION
1370,Canada,LOCATION
1371,Kansas,LOCATION
1372,France,LOCATION
1373,Oxford,LOCATION
1374,UK,LOCATION
1375,Namibia,LOCATION
1376,"Virginia,",LOCATION
1377,USA,LOCATION
1378,Middletown,LOCATION
1379,Ohio,LOCATION
1380,Thailand,LOCATION
1381,Buenos,LOCATION
1382,Aires,LOCATION
1383,Glasgow,LOCATION
1384,Alberta,LOCATION
1385,Maine,LOCATION
1386,United,LOCATION
1387,States,LOCATION
1388,Argentina,LOCATION
1389,India,LOCATION
1390,England,LOCATION
1391,Hamburg,LOCATION
1392,Guerrero,LOCATION
1393,Canada,LOCATION
1394,Delhi,LOCATION
1395,PARIS,LOCATION
1396,USA,LOCATION
1397,England,LOCATION
1398,Dominican,LOCATION
1399,Republic,LOCATION
1400,"California,",LOCATION
1401,USA,LOCATION
1402,N.Y.,LOCATION
1403,U.S.A.,LOCATION
1404,England,LOCATION
1405,Springfield,LOCATION
1406,United,LOCATION
1407,States,LOCATION
1408,UK,LOCATION
1409,England,LOCATION
1410,"Montana,",LOCATION
1411,USA,LOCATION
1412,Massachusetts,LOCATION
1413,United,LOCATION
1414,States,LOCATION
1415,Iligan,LOCATION
1416,"City,",LOCATION
1417,Northern,LOCATION
1418,Mindanao,LOCATION
1419,"California,",LOCATION
1420,USA,LOCATION
1421,Tuscany,LOCATION
1422,Ghana,LOCATION
1423,Ireland,LOCATION
1424,India,LOCATION
1425,London,LOCATION
1426,"Washington,",LOCATION
1427,USA,LOCATION
1428,San,LOCATION
1429,Francisco,LOCATION
1430,Kenya,LOCATION
1431,United,LOCATION
1432,States,LOCATION
1433,USA,LOCATION
1434,N.C.,LOCATION
1435,"Georgia,",LOCATION
1436,USA,LOCATION
1437,Clearwater,LOCATION
1438,Beach,LOCATION
1439,Toronto,LOCATION
1440,North,LOCATION
1441,Yorkshire,LOCATION
1442,Sacramento,LOCATION
1443,"Illinois,",LOCATION
1444,USA,LOCATION
1445,Ontario,LOCATION
1446,USA,LOCATION
1447,"Hamilton,",LOCATION
1448,Ontario,LOCATION
1449,West,LOCATION
1450,Coast,LOCATION
1451,France,LOCATION
1452,United,LOCATION
1453,States,LOCATION
1454,England,LOCATION
1455,Poland,LOCATION
1456,United,LOCATION
1457,States,LOCATION
1458,Canada,LOCATION
1459,ChicagoFlorida,LOCATION
1460,USA,LOCATION
1461,U.K.,LOCATION
1462,Spain,LOCATION
1463,England,LOCATION
1464,USA,LOCATION
1465,Alabama,LOCATION
1466,MIAMI,LOCATION
1467,Colorado,LOCATION
1468,Nigeria,LOCATION
1469,"Nevada,",LOCATION
1470,USA,LOCATION
1471,Ottawa,LOCATION
1472,Santiago,LOCATION
1473,Nigeria,LOCATION
1474,India,LOCATION
1475,Srinagar,LOCATION
1476,Pernambuco,LOCATION
1477,Argentina,LOCATION
1478,Philly,LOCATION
1479,Wisconsin,LOCATION
1480,Hawaii,LOCATION
1481,West,LOCATION
1482,Midlands,LOCATION
1483,Washington,LOCATION
1484,DC,LOCATION
1485,Turkey,LOCATION
1486,India,LOCATION
1487,Ontario,LOCATION
1488,Alberta,LOCATION
1489,Northern,LOCATION
1490,Virginia,LOCATION
1491,CHILE,LOCATION
1492,England,LOCATION
1493,Ohio,LOCATION
1494,Santa,LOCATION
1495,"Cruz,",LOCATION
1496,California,LOCATION
1497,Toronto,LOCATION
1498,California,LOCATION
1499,India,LOCATION
1500,Washington,LOCATION
1501,DC,LOCATION
1502,Illinois,LOCATION
1503,Tennessee,LOCATION
1504,Indiana,LOCATION
1505,Puerto,LOCATION
1506,Rico,LOCATION
1507,Fort,LOCATION
1508,Wayne,LOCATION
1509,New,LOCATION
1510,Jersey,LOCATION
1511,United,LOCATION
1512,States,LOCATION
1513,Santa,LOCATION
1514,France,LOCATION
1515,United,LOCATION
1516,States,LOCATION
1517,Venezuela,LOCATION
1518,India,LOCATION
1519,Argentina,LOCATION
1520,France,LOCATION
1521,Venezuela,LOCATION
1522,Nigeria,LOCATION
1523,Ecuador,LOCATION
1524,Nigeria,LOCATION
1525,France,LOCATION
1526,India,LOCATION
1527,Lagos,LOCATION
1528,Nigeria,LOCATION
1529,Illinois,LOCATION
1530,Chicago,LOCATION
1531,Embu,LOCATION
1532,-,LOCATION
1533,São,LOCATION
1534,Paulo,LOCATION
1535,Bangalore,LOCATION
1536,India,LOCATION
1537,United,LOCATION
1538,States,LOCATION
1539,Ecuador,LOCATION
1540,California,LOCATION
1541,Mexico,LOCATION
1542,City,LOCATION
1543,Canada,LOCATION
1544,Venezuela,LOCATION
1545,WA,LOCATION
1546,State,LOCATION
1547,Born,LOCATION
1548,UK,LOCATION
1549,India,LOCATION
1550,India,LOCATION
1551,"Virginia,",LOCATION
1552,USA,LOCATION
1553,Brazil,LOCATION
1554,S.C.,LOCATION
1555,Colorado,LOCATION
1556,Wellington,LOCATION
1557,New,LOCATION
1558,Zealand,LOCATION
1559,Ankara,LOCATION
1560,Columbia,LOCATION
1561,United,LOCATION
1562,Kingdom,LOCATION
1563,North,LOCATION
1564,America,LOCATION
1565,Salta,LOCATION
1566,England,LOCATION
1567,Africa,LOCATION
1568,Canada,LOCATION
1569,Madrid,LOCATION
1570,"Pennsylvania,",LOCATION
1571,USA,LOCATION
1572,Groningen,LOCATION
1573,"California,",LOCATION
1574,USA,LOCATION
1575,Malaysia,LOCATION
1576,United,LOCATION
1577,Kingdom,LOCATION
1578,Chicago,LOCATION
1579,Canada,LOCATION
1580,United,LOCATION
1581,States,LOCATION
1582,Namibia,LOCATION
1583,Lombardia,LOCATION
1584,"California,",LOCATION
1585,USA,LOCATION
1586,Scotland,LOCATION
1587,USA,LOCATION
1588,United,LOCATION
1589,States,LOCATION
1590,"Nevada,",LOCATION
1591,USA,LOCATION
1592,England,LOCATION
1593,Scotland,LOCATION
1594,England,LOCATION
1595,Australia,LOCATION
1596,Bangalore,LOCATION
1597,Texas,LOCATION
1598,Neptune,LOCATION
1599,Minneapolis,LOCATION
1600,India,LOCATION
1601,California,LOCATION
1602,West,LOCATION
1603,Coast,LOCATION
1604,Cambridge,LOCATION
1605,London,LOCATION
1606,East,LOCATION
1607,London,LOCATION
1608,New,LOCATION
1609,England,LOCATION
1610,England,LOCATION
1611,Pakistan,LOCATION
1612,Venezuela,LOCATION
1613,Nicaragua,LOCATION
1614,Oxfordshire,LOCATION
1615,"Michigan,",LOCATION
1616,USA,LOCATION
1617,Brooklyn,LOCATION
1618,France,LOCATION
1619,Southwest,LOCATION
1620,U.S.A.,LOCATION
1621,Canada,LOCATION
1622,United,LOCATION
1623,States,LOCATION
1624,United,LOCATION
1625,States,LOCATION
1626,Canada,LOCATION
1627,"Michigan,",LOCATION
1628,USA,LOCATION
1629,California,LOCATION
1630,Oklahoma,LOCATION
1631,United,LOCATION
1632,Kingdom,LOCATION
1633,Nigeria,LOCATION
1634,Brasilia,LOCATION
1635,Cordoba,LOCATION
1636,"Manila,",LOCATION
1637,Philippines,LOCATION
1638,Kenya,LOCATION
1639,"Florida,",LOCATION
1640,USA,LOCATION
1641,USA,LOCATION
1642,South,LOCATION
1643,"Dakota,",LOCATION
1644,USA,LOCATION
1645,Washington,LOCATION
1646,Portugal,LOCATION
1647,UK,LOCATION
1648,France,LOCATION
1649,United,LOCATION
1650,States,LOCATION
1651,United,LOCATION
1652,States,LOCATION
1653,TEXAS,LOCATION
1654,USA,LOCATION
1655,Buenos,LOCATION
1656,Aires,LOCATION
1657,Bay,LOCATION
1658,Area,LOCATION
1659,USA,LOCATION
1660,Connecticut,LOCATION
1661,USA,LOCATION
1662,Philadelphia,LOCATION
1663,USA,LOCATION
1664,Glasgow,LOCATION
1665,Scotland,LOCATION
1666,England,LOCATION
1667,United,LOCATION
1668,Kingdom,LOCATION
1669,Cambridgeshire,LOCATION
1670,Lake,LOCATION
1671,Goodwin,LOCATION
1672,WA,LOCATION
1673,Mexico,LOCATION
1674,New,LOCATION
1675,Jersey,LOCATION
1676,USA,LOCATION
1677,Kelowna,LOCATION
1678,Fayette,LOCATION
1679,County,LOCATION
1680,TX,LOCATION
1681,Milan,LOCATION
1682,Lombardy,LOCATION
1683,Kelowna,LOCATION
1684,West,LOCATION
1685,Kelowna,LOCATION
1686,Dallas,LOCATION
1687,Coimbatore,LOCATION
1688,India,LOCATION
1689,Toronto,LOCATION
1690,Bay,LOCATION
1691,California,LOCATION
1692,USA,LOCATION
1693,Guatemala,LOCATION
1694,Northampton,LOCATION
1695,England,LOCATION
1696,PLUTO,LOCATION
1697,United,LOCATION
1698,Kingdom,LOCATION
1699,Milano,LOCATION
1700,Italy,LOCATION
1701,Pennsylvania,LOCATION
1702,USA,LOCATION
1703,Gotham,LOCATION
1704,Birmingham,LOCATION
1705,England,LOCATION
1706,Shenandoah,LOCATION
1707,Iowa,LOCATION
1708,Idaho,LOCATION
1709,United,LOCATION
1710,States,LOCATION
1711,Washington,LOCATION
1712,DC,LOCATION
1713,Lexington,LOCATION
1714,Nottinghamshire,LOCATION
1715,England,LOCATION
1716,UK,LOCATION
1717,Germany,LOCATION
1718,Los,LOCATION
1719,Angeles,LOCATION
1720,CA,LOCATION
1721,Lakewood,LOCATION
1722,CA,LOCATION
1723,San,LOCATION
1724,Antonio,LOCATION
1725,TX,LOCATION
1726,Arizona,LOCATION
1727,USA,LOCATION
1728,San,LOCATION
1729,Francisco,LOCATION
1730,CA,LOCATION
1731,Salford,LOCATION
1732,England,LOCATION
1733,Nigeria,LOCATION
1734,Dublin,LOCATION
1735,Ireland,LOCATION
1736,Colorado,LOCATION
1737,USA,LOCATION
1738,Iowa,LOCATION
1739,City,LOCATION
1740,IA,LOCATION
1741,India,LOCATION
1742,Washington,LOCATION
1743,DC,LOCATION
1744,USA,LOCATION
1745,Alberta,LOCATION
1746,Scotland,LOCATION
1747,France,LOCATION
1748,Srinagar,LOCATION
1749,India,LOCATION
1750,Hillsboro,LOCATION
1751,OR,LOCATION
1752,India,LOCATION
1753,New,LOCATION
1754,York,LOCATION
1755,NY,LOCATION
1756,Bandung,LOCATION
1757,Phoenix,LOCATION
1758,Morelos,LOCATION
1759,Cuernavaca,LOCATION
1760,United,LOCATION
1761,States,LOCATION
1762,Washington,LOCATION
1763,DC,LOCATION
1764,Knightdale,LOCATION
1765,NC,LOCATION
1766,United,LOCATION
1767,Kingdom,LOCATION
1768,Purple,LOCATION
1769,Mountains,LOCATION
1770,Majesty,LOCATION
1771,Bengaluru,LOCATION
1772,India,LOCATION
1773,Los,LOCATION
1774,Angeles,LOCATION
1775,CA,LOCATION
1776,Malawi,LOCATION
1777,Brasília,LOCATION
1778,Brasil,LOCATION
1779,Pomerol,LOCATION
1780,France,LOCATION
1781,Stockbridge,LOCATION
1782,USA,LOCATION
1783,Trivandrum,LOCATION
1784,India,LOCATION
1785,United,LOCATION
1786,States,LOCATION
1787,Toronto,LOCATION
1788,Ontario,LOCATION
1789,Minnesota,LOCATION
1790,USA,LOCATION
1791,India,LOCATION
1792,United,LOCATION
1793,States,LOCATION
1794,South,LOCATION
1795,Carolina,LOCATION
1796,USA,LOCATION
1797,Ventura,LOCATION
1798,CA,LOCATION
1799,Georgia,LOCATION
1800,USA,LOCATION
1801,USA,LOCATION
1802,New,LOCATION
1803,York,LOCATION
1804,United,LOCATION
1805,States,LOCATION
1806,New,LOCATION
1807,England,LOCATION
1808,Nigeria,LOCATION
1809,San,LOCATION
1810,Luis,LOCATION
1811,Obispo,LOCATION
1812,CA,LOCATION
1813,USA,LOCATION
1814,New,LOCATION
1815,York,LOCATION
1816,USA,LOCATION
1817,Santa,LOCATION
1818,Cruz,LOCATION
1819,CA,LOCATION
1820,USA,LOCATION
1821,Boston,LOCATION
1822,Wyoming,LOCATION
1823,USA,LOCATION
1824,Philadelphia,LOCATION
1825,São,LOCATION
1826,Paulo,LOCATION
1827,Brasil,LOCATION
1828,Heidelberg,LOCATION
1829,Germany,LOCATION
1830,Lausanne,LOCATION
1831,Suisse,LOCATION
1832,Los,LOCATION
1833,Angeles,LOCATION
1834,Philadelphia,LOCATION
1835,Rajasthan,LOCATION
1836,India,LOCATION
1837,West,LOCATION
1838,Columbia,LOCATION
1839,Texas,LOCATION
1840,Phoenix,LOCATION
1841,Florida,LOCATION
1842,Madrid,LOCATION
1843,Beaverton,LOCATION
1844,OR,LOCATION
1845,Newark,LOCATION
1846,UK,LOCATION
1847,Nigeria,LOCATION
1848,Modesto,LOCATION
1849,California,LOCATION
1850,Paris,LOCATION
1851,France,LOCATION
1852,Glasgow,LOCATION
1853,Scotland,LOCATION
1854,Murcia,LOCATION
1855,Hunedoara,LOCATION
1856,Atlanta,LOCATION
1857,Venezuela,LOCATION
1858,Estado,LOCATION
1859,Zulia,LOCATION
1860,Cincinnati,LOCATION
1861,Ohio,LOCATION
1862,Horowpothana,LOCATION
1863,Sri,LOCATION
1864,Lanka,LOCATION
1865,Hartford,LOCATION
1866,CT,LOCATION
1867,United,LOCATION
1868,States,LOCATION
1869,Paris,LOCATION
1870,San,LOCATION
1871,Francisco,LOCATION
1872,New,LOCATION
1873,York,LOCATION
1874,NY,LOCATION
1875,London,LOCATION
1876,England,LOCATION
1877,Canada,LOCATION
1878,Brazil,LOCATION
1879,Johannesburg,LOCATION
1880,South,LOCATION
1881,Africa,LOCATION
1882,Washington,LOCATION
1883,DC,LOCATION
1884,San,LOCATION
1885,Antonio,LOCATION
1886,TX,LOCATION
1887,Vosloorus,LOCATION
1888,South,LOCATION
1889,Africa,LOCATION
1890,New,LOCATION
1891,York,LOCATION
1892,City,LOCATION
1893,West,LOCATION
1894,Coast,LOCATION
1895,Trivandrum,LOCATION
1896,India,LOCATION
1897,United,LOCATION
1898,Kingdom,LOCATION
1899,Texas,LOCATION
1900,USA,LOCATION
1901,Santiago,LOCATION
1902,Chile,LOCATION
1903,America,LOCATION
1904,Berkhamsted,LOCATION
1905,England,LOCATION
1906,Arizona,LOCATION
1907,USA,LOCATION
1908,Panna,LOCATION
1909,India,LOCATION
1910,Ohio,LOCATION
1911,USA,LOCATION
1912,Denver,LOCATION
1913,Tennessee,LOCATION
1914,USA,LOCATION
1915,Noida,LOCATION
1916,India,LOCATION
1917,Lagos,LOCATION
1918,Nigeria,LOCATION
1919,Kansas,LOCATION
1920,Ecuador,LOCATION
1921,Yermo,LOCATION
1922,Thailand,LOCATION
1923,Panama,LOCATION
1924,Minneapolis,LOCATION
1925,Chicago,LOCATION
1926,Texas,LOCATION
1927,USA,LOCATION
1928,Napoli,LOCATION
1929,Campania,LOCATION
1930,Colorado,LOCATION
1931,USA,LOCATION
1932,Oeiras,LOCATION
1933,Portugal,LOCATION
1934,United,LOCATION
1935,States,LOCATION
1936,Charleston,LOCATION
1937,TEXAS,LOCATION
1938,USA,LOCATION
1939,Tempe,LOCATION
1940,Fort,LOCATION
1941,Worth,LOCATION
1942,Texas,LOCATION
1943,Scotland,LOCATION
1944,Michigan,LOCATION
1945,USA,LOCATION
1946,Miami,LOCATION
1947,Buenos,LOCATION
1948,Aires,LOCATION
1949,Argentina,LOCATION
1950,Midwest,LOCATION
1951,USA,LOCATION
1952,Oregon,LOCATION
1953,USA,LOCATION
1954,Beaverton,LOCATION
1955,OR,LOCATION
1956,Michigan,LOCATION
1957,USA,LOCATION
1958,Edinburgh,LOCATION
1959,Scotland,LOCATION
1960,Stillorgan,LOCATION
1961,Dun,LOCATION
1962,Laoghaire,LOCATION
1963,IE,LOCATION
1964,Pueblo,LOCATION
1965,Colorado,LOCATION
1966,Brooklyn,LOCATION
1967,Cranford,LOCATION
1968,Donegal,LOCATION
1969,Ireland,LOCATION
1970,Vegas,LOCATION
1971,USA,LOCATION
1972,United,LOCATION
1973,States,LOCATION
1974,Brooklyn,LOCATION
1975,NY,LOCATION
1976,Virginia,LOCATION
1977,USA,LOCATION
1978,East,LOCATION
1979,Tennessee,LOCATION
1980,Pittsburgh,LOCATION
1981,PA,LOCATION
1982,Nigeria,LOCATION
1983,Fresno,LOCATION
1984,Vimercate,LOCATION
1985,Lombardia,LOCATION
1986,Chicago,LOCATION
1987,USA,LOCATION
1988,Louisiana,LOCATION
1989,USA,LOCATION
1990,Richmond,LOCATION
1991,Fort,LOCATION
1992,Worth,LOCATION
1993,TX,LOCATION
1994,United,LOCATION
1995,States,LOCATION
1996,Portsmouth,LOCATION
1997,Texas,LOCATION
1998,LA,LOCATION
1999,United,LOCATION
2000,Kingdom,LOCATION
2001,Worcester,LOCATION
2002,UK,LOCATION
2003,Dallas,LOCATION
2004,Jodhpur,LOCATION
2005,India,LOCATION
2006,Hockeytown,LOCATION
2007,USA,LOCATION
2008,Australia,LOCATION
2009,USA,LOCATION
2010,South,LOCATION
2011,Earth,LOCATION
2012,Portland,LOCATION
2013,OR,LOCATION
2014,Lagos,LOCATION
2015,Nigeria,LOCATION
2016,Texas,LOCATION
2017,USA,LOCATION
2018,North,LOCATION
2019,West,LOCATION
2020,England,LOCATION
2021,California,LOCATION
2022,USA,LOCATION
2023,Kozhikode,LOCATION
2024,India,LOCATION
2025,Honolulu,LOCATION
2026,Hawaii,LOCATION
2027,Pune,LOCATION
2028,India,LOCATION
2029,Lincolnshire,LOCATION
2030,England,LOCATION
2031,Natural,LOCATION
2032,State,LOCATION
2033,USA,LOCATION
2034,Pacific,LOCATION
2035,NW,LOCATION
2036,Alabama,LOCATION
2037,California,LOCATION
2038,USA,LOCATION
2039,San,LOCATION
2040,Sivar,LOCATION
2041,Sivarland,LOCATION
2042,Athens,LOCATION
2043,Hong,LOCATION
2044,Kong,LOCATION
2045,London,LOCATION
2046,Athens,LOCATION
2047,Nairobi,LOCATION
2048,Kenya,LOCATION
2049,San,LOCATION
2050,Francisco,LOCATION
2051,CA,LOCATION
2052,Chicago,LOCATION
2053,Cancún,LOCATION
2054,Ireland,LOCATION
2055,New,LOCATION
2056,York,LOCATION
2057,City,LOCATION
2058,London,LOCATION
2059,Los,LOCATION
2060,Angeles,LOCATION
2061,CA,LOCATION
2062,Peoples,LOCATION
2063,Republic,LOCATION
2064,China,LOCATION
2065,Fairfield,LOCATION
2066,CA,LOCATION
2067,United,LOCATION
2068,Arab,LOCATION
2069,Emirates,LOCATION
2070,France,LOCATION
2071,Siloam,LOCATION
2072,Springs,LOCATION
2073,Oklahoma,LOCATION
2074,Buenos,LOCATION
2075,Aires,LOCATION
2076,Texas,LOCATION
2077,Surrey,LOCATION
2078,British,LOCATION
2079,Columbia,LOCATION
2080,Toronto,LOCATION
2081,Canada,LOCATION
2082,PPCC,LOCATION
2083,CATALONIA,LOCATION
2084,Oregon,LOCATION
2085,USA,LOCATION
2086,United,LOCATION
2087,States,LOCATION
2088,Sacramento,LOCATION
2089,CA,LOCATION
2090,Africa,LOCATION
2091,Bursa,LOCATION
2092,Tennessee,LOCATION
2093,USA,LOCATION
2094,Glasgow,LOCATION
2095,Scotland,LOCATION
2096,San,LOCATION
2097,Francisco,LOCATION
2098,CA,LOCATION
2099,Amsterdam,LOCATION
2100,Miami,LOCATION
2101,Beach,LOCATION
2102,Waterloo,LOCATION
2103,Madrid,LOCATION
2104,Houston,LOCATION
2105,TX,LOCATION
2106,United,LOCATION
2107,States,LOCATION
2108,Oregon,LOCATION
2109,USA,LOCATION
2110,Texas,LOCATION
2111,New,LOCATION
2112,York,LOCATION
2113,Colorado,LOCATION
2114,USA,LOCATION
2115,Worthing,LOCATION
2116,UK,LOCATION
2117,South,LOCATION
2118,East,LOCATION
2119,England,LOCATION
2120,São,LOCATION
2121,Paulo,LOCATION
2122,Brasil,LOCATION
2123,New,LOCATION
2124,Hampshire,LOCATION
2125,USA,LOCATION
2126,England,LOCATION
2127,Vancouver,LOCATION
2128,British,LOCATION
2129,Columbia,LOCATION
2130,Puerto,LOCATION
2131,Rico,LOCATION
2132,USA,LOCATION
2133,Washington,LOCATION
2134,DC,LOCATION
2135,California,LOCATION
2136,USA,LOCATION
2137,Phoenix,LOCATION
2138,San,LOCATION
2139,Diego,LOCATION
2140,CA,LOCATION
2141,West,LOCATION
2142,Hartford,LOCATION
2143,Chesapeake,LOCATION
2144,Bay,LOCATION
2145,Subang,LOCATION
2146,Oregon,LOCATION
2147,Hobart,LOCATION
2148,Boca,LOCATION
2149,Raton,LOCATION
2150,FL,LOCATION
2151,England,LOCATION
2152,United,LOCATION
2153,Kingdom,LOCATION
2154,Toulouse,LOCATION
2155,France,LOCATION
2156,France,LOCATION
2157,London,LOCATION
2158,England,LOCATION
2159,United,LOCATION
2160,States,LOCATION
2161,Dublin,LOCATION
2162,City,LOCATION
2163,Ireland,LOCATION
2164,California,LOCATION
2165,USA,LOCATION
2166,North,LOCATION
2167,Carolina,LOCATION
2168,USA,LOCATION
2169,Nigeria,LOCATION
2170,Amherst,LOCATION
2171,France,LOCATION
2172,Oxford,LOCATION
2173,UK,LOCATION
2174,Alagoas,LOCATION
2175,Brasil,LOCATION
2176,Virginia,LOCATION
2177,USA,LOCATION
2178,Middletown,LOCATION
2179,Ohio,LOCATION
2180,San,LOCATION
2181,Antonio,LOCATION
2182,TX,LOCATION
2183,Thailand,LOCATION
2184,Glasgow,LOCATION
2185,Omaha,LOCATION
2186,England,LOCATION
2187,Hamburg,LOCATION
2188,ADOS,LOCATION
2189,USA,LOCATION
2190,Halifax,LOCATION
2191,Nova,LOCATION
2192,Scotia,LOCATION
2193,Canada,LOCATION
2194,Carmel,LOCATION
2195,USA,LOCATION
2196,California,LOCATION
2197,USA,LOCATION
2198,Toledo,LOCATION
2199,CastillaLa,LOCATION
2200,Mancha,LOCATION
2201,Springfield,LOCATION
2202,Ghana,LOCATION
2203,Dublin,LOCATION
2204,Ireland,LOCATION
2205,Detroit,LOCATION
2206,USA,LOCATION
2207,Burnsville,LOCATION
2208,Washington,LOCATION
2209,USA,LOCATION
2210,San,LOCATION
2211,Francisco,LOCATION
2212,United,LOCATION
2213,States,LOCATION
2214,Washington,LOCATION
2215,DC,LOCATION
2216,Georgia,LOCATION
2217,USA,LOCATION
2218,Toronto,LOCATION
2219,Iowa,LOCATION
2220,USA,LOCATION
2221,Sacramento,LOCATION
2222,Baltimore,LOCATION
2223,USA,LOCATION
